word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Dilate,/daɪˈleɪt/,v.,"dilate, dilates, dilated, dilated, dilating","dilator (n.), dilation (n.), dilatation (n.)",to become or cause something to become wider or more open｜（使）擴大；（使）膨脹,"As the sun set, the pupils of their eyes began to dilate to adjust to the darkness.",pupils dilate; blood vessels dilate; dilate the pupils,C2
Diatribe,/ˈdaɪəˌtɹaɪb/,n.,"diatribe, diatribes",None,thunderous verbal attack｜激烈抨擊；長篇攻擊言論,"The politician launched into a diatribe against his opponent, accusing him of corruption and deceit.",bitter diatribe; angry diatribe; scathing diatribe,C2
Din,/ˈdɪn/,v.,"din, dins, dinned, dinned, dinning",None,"to make a loud, continuous noise; to impress something on someone by persistent repetition｜喧鬧；喧嘩；不斷地灌輸",The teacher's warnings about the exam had been dinned into the students for weeks.,din into ears; din with noise; din the message into,C2
Dilapidated,/dəˈlæpəˌdeɪtɪd/,adj.,"dilapidated, more dilapidated, most dilapidated",None,fallen into a state of disrepair or ruin through neglect｜破舊的；荒廢的,"The once-grand mansion was now dilapidated, with peeling paint and broken windows.",dilapidated building; dilapidated house; dilapidated condition,C2
Diminutive,/dɪˈmɪnjətɪv/,n.,"diminutive, diminutives",diminutiveness (n.),a word that is formed with a suffix (such as -let or -kin) to indicate smallness｜指小詞；縮小詞,The diminutive 'duckling' is formed from 'duck' to indicate a small or young bird.,diminutive form; diminutive suffix; diminutive noun,C2
Diaphanous,/daɪˈæfənɪs/,adj.,"diaphanous, more diaphanous, most diaphanous",None,so thin as to transmit light｜輕薄的；透明的,"The diaphanous fabric of her dress flowed like water, revealing the silhouette of her legs.",diaphanous fabric; diaphanous veil; diaphanous gown,C2
Dirge,/ˈdɝdʒ/,n.,"dirge, dirges",None,a song or hymn of mourning composed or performed as a memorial to a dead person｜輓歌；哀悼歌曲,"The mourners sang a dirge as the casket was lowered into the ground, a haunting melody that echoed through the cemetery.",funeral dirge; mournful dirge; haunting dirge,C2
Dilemma,/dɪˈlɛmə/,n.,"dilemma, dilemmas",None,state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options｜困境；（兩難的）抉擇,"Faced with the dilemma of choosing between a high-paying job she hated and a low-paying job she loved, she spent days in contemplation.",difficult dilemma; ethical dilemma; moral dilemma,C2
Disavow,/ˌdɪsəˈvaʊ/,v.,"disavow, disavows, disavowed, disavowed, disavowing",disavowal (n.),"refuse to acknowledge; disclaim knowledge of; responsibility for, or association with｜否認；拒絕承認","He disavowed any involvement in the scandal, claiming he had been misrepresented by the media.",disavow responsibility; disavow any knowledge; disavow a statement,C2
Discern,/dɪˈsɝn/,v.,"discern, discerns, discerned, discerned, discerning","discernible (adj.), discernment (n.)",detect with the senses｜察覺；識別,She could discern the faint outline of a ship on the horizon through the thick fog.,discern a difference; discern a pattern; discern a threat,C2
Diffident,/ˈdɪfədənt/,adj.,"diffident, more diffident, most diffident",diffidence (n.),showing modest reserve｜羞怯的；內斂的,"His diffident nature made him hesitant to speak up in meetings, even when he had valuable insights.",diffident manner; diffident smile; diffident personality,C2
Discredit,/dɪsˈkɹɛdət/,v.,"discredit, discredits, discredited, discredited, discrediting",None,cause to be distrusted or disbelieved｜使不可信；使名譽受損,"The new evidence discredited the witness's testimony, raising doubts about the entire case.",discredit a theory; discredit a witness; discredit a claim,C2
Discretion,/dɪsˈkɹɛʃən/,n.,"discretion, discretions",discretionary (adj.),freedom to act or judge on one's own｜自行決定的自由；酌情處理權,"The manager gave her team members the discretion to make decisions on their own, trusting their judgment.",exercise discretion; use discretion; show discretion,C2
Discreet,/dɪsˈkɹit/,adj.,"discreet, more discreet, most discreet","discreetly (adv.), discretion (n.)",Respectful of privacy or secrecy; exercising caution in order to avoid causing embarrassment; quiet; diplomatic.｜謹慎的；審慎的；保守秘密的；注意不使人難堪的,"She was discreet about her personal life, avoiding gossip and keeping her private affairs private.",discreet behavior; discreet manner; discreet approach,C2
Dilettante,/daɪˈlɛtəntə/,n.,"dilettante, dilettantes",None,an amateur who engages in an activity without serious intentions and who pretends to have knowledge｜業餘愛好者；對某事物一知半解卻裝作專家的人,"He was a dilettante in the art world, attending gallery openings and pretending to be an expert but never creating any art himself.",aspiring dilettante; amateur dilettante; wealthy dilettante,C2
Discord,/ˈdɪskɔɹd/,n.,"discord, discords","discordant (adj.), discordance (n.)",lack of agreement or harmony｜不一致；不和諧,The discord between the two departments led to a lack of cooperation and hindered progress on the project.,discord among members; discord in the group; discord between partners,C2
Discriminating,/dɪsˈkɹɪməˌneɪtɪŋ/,adj.,"discriminating, more discriminating, most discriminating",None,having or showing refined taste and good judgment｜有眼光的；辨別力強的,A discriminating reader can easily distinguish strong arguments from weak ones.,discriminating taste; discriminating eye; discriminating listener,C2
Discrete,/dɪsˈkɹit/,adj.,no changes,discreteness (n.),constituting a separate entity or part｜分離的；各自的,"The course was divided into discrete modules, each focusing on a different aspect of the subject.",discrete units; discrete elements; discrete parts,C2
Dilatory,/ˈdɪləˌtɔɹi/,adj.,"dilatory, more dilatory, most dilatory",None,wasting time｜拖延的；耗時的,The committee's dilatory approach caused the project to fall behind schedule.,dilatory tactics; dilatory proceedings; dilatory behavior,C2
Discrepancy,/dɪsˈkɹɛpənsi/,n.,"discrepancy, discrepancies",discrepant (adj.),a difference between conflicting facts or claims or opinions｜差異；矛盾,The discrepancy between the witness statements raised doubts about their credibility.,noticeable discrepancy; significant discrepancy; minor discrepancy,C2
Disenfranchise,/dɪsɪnˈfɹæˌntʃaɪz/,v.,"disenfranchise, disenfranchises, disenfranchised, disenfranchised, disenfranchising",disenfranchisement (n.),deprive of voting rights｜剝奪投票權,The new law would disenfranchise thousands of voters who lack specific forms of identification.,disenfranchise voters; disenfranchise citizens; disenfranchise minority groups,C2
Dismiss,/dɪˈsmɪs/,v.,"dismiss, dismisses, dismissed, dismissed, dismissing","dismissal (n.), dismissive (adj.)",to decide that something is not important and not worth thinking about｜不予考慮；輕視,"The teacher dismissed the student's concerns, saying they were not relevant to the topic at hand.",dismiss the idea; dismiss the allegation; dismiss the complaint,C2
Disparage,/dɪˈspɛɹɪdʒ/,v.,"disparage, disparages, disparaged, disparaged, disparaging","disparager (n.), disparagement (n.)",express a negative opinion of｜貶低；批評,He tended to disparage his opponents' achievements rather than focusing on his own strengths.,disparage someone's efforts; disparage someone's achievements; disparage someone's character,C2
Disjointed,/dɪˈsdʒɔɪntɪd/,adj.,"disjointed, more disjointed, most disjointed",disjointedness (n.),lacking coherence or logical connection｜不連貫的；混亂的,The disjointed narrative made it difficult for readers to follow the story's progression.,disjointed speech; disjointed narrative; disjointed thoughts,C2
Disabuse,/dɪsəˈbjus/,v.,"disabuse, disabuses, disabused, disabused, disabusing",None,free somebody (from an erroneous belief)｜糾正；使擺脫錯誤觀念,She tried to disabuse him of the notion that he could pass the exam without studying.,disabuse someone of the notion; disabuse someone of the belief; disabuse someone of the misconception,C2
Dispatch,/dɪˈspætʃ/,v.,"dispatch, dispatches, dispatched, dispatched, dispatching",dispatcher (n.),send away towards a designated goal｜派遣；發送,The general dispatched troops to the border to reinforce security measures.,dispatch a message; dispatch a package; dispatch troops,C2
Disheveled,/dɪˈʃɛvəld/,adj.,"disheveled, more disheveled, most disheveled",None,untidy or disordered in appearance｜凌亂的；不整潔的,His disheveled appearance suggested he had been up all night working on the project.,disheveled hair; disheveled appearance; disheveled clothes,C2
Disparate,/ˈdɪspɚɪt/,adj.,"disparate, more disparate, most disparate","disparity (n.), disparateness (n.)",fundamentally different or distinct in quality or kind｜本質上不同的；截然不同的,"The two theories are disparate, with one focusing on nature and the other on nurture.",disparate elements; disparate groups; disparate ideas,C2
Disgorge,/dɪˈsɡɔɹdʒ/,v.,"disgorge, disgorges, disgorged, disgorged, disgorging",disgorgement (n.),cause or allow (a solid substance) to flow or run out or over｜使流出；使湧出,"The volcano disgorged lava, creating a path of destruction in its wake.",disgorge contents; disgorge lava; disgorge water,C2
Discomfit,/ˈdɪskəmft/,v.,"discomfit, discomfits, discomfited, discomfited, discomfiting",discomfiture (n.),cause to lose one's composure｜使難堪；使局促不安,The unexpected question seemed to discomfit the normally unflappable politician.,discomfit the opponent; discomfit the enemy; discomfit an interviewer,C2
Disinterested,/dɪˈsɪntɹɪstɪd/,adj.,"disinterested, more disinterested, most disinterested",disinterestedness (n.),unaffected by self-interest｜無私的；公正的,"As a judge, she was expected to be disinterested in the outcome of the cases she presided over.",disinterested party; disinterested observer; disinterested perspective,C2
Disperse,/dɪˈspɝs/,v.,"disperse, disperses, dispersed, dispersed, dispersing","dispersal (n.), dispersion (n.), dispersive (adj.)",distribute loosely｜散開；分散,"The crowd dispersed after the event, leaving the streets quiet once more.",disperse the crowd; disperse the protesters; disperse the seeds,C2
Disinclination,/dɪsɪnkləˈneɪʃən/,n.,"disinclination, disinclinations",disincline (v.),that toward which you are inclined to feel dislike｜不情願；厭惡,His disinclination to participate in team sports was evident from a young age.,strong disinclination; disinclination to participate; disinclination to engage,C2
Disseminate,/dɪˈsɛməˌneɪt/,v.,"disseminate, disseminates, disseminated, disseminated, disseminating",dissemination (n.),cause to become widely known｜使廣泛傳播；使散布,The organization works to disseminate information about the importance of vaccination.,disseminate information; disseminate knowledge; disseminate the news,C2
Dispossess,/ˌdɪspəˈzɛs/,v.,"dispossess, dispossesses, dispossessed, dispossessed, dispossessing",dispossession (n.),deprive of the possession of real estate｜剝奪不動產所有權,The court ruled to dispossess the family of their ancestral home due to unpaid debts.,dispossess someone of land; dispossess someone of property; dispossess someone of their home,C2
Dispel,/dɪˈspɛl/,v.,"dispel, dispels, dispelled, dispelled, dispelling",None,force to go away; used both with concrete and metaphoric meanings｜驅散；消除,The bright sunlight helped dispel the shadows and reveal the hidden details of the landscape.,dispel the myth; dispel the rumor; dispel the fear,C2
Disingenuous,/dɪsɪˈndʒɛnjuəs/,adj.,"disingenuous, more disingenuous, most disingenuous",disingenuousness (n.),not straightforward or candid; giving a false appearance of frankness｜不坦率的；不真誠的,His disingenuous apology only served to anger those who had been affected by his actions.,disingenuous comment; disingenuous behavior; disingenuous response,C2
Dissertation,/ˌdɪsɚˈteɪʃən/,n.,"dissertation, dissertations",dissertate (v.),a treatise advancing a new point of view resulting from research; usually a requirement for an advanced academic degree｜學位論文；專題論文,Her dissertation on the impact of climate change on agriculture earned her a PhD.,doctoral dissertation; dissertation research; dissertation topic,C2
Dissident,/ˈdɪsədɪnt/,adj.,"dissident, more dissident, most dissident",dissidence (n.),characterized by departure from accepted beliefs or standards｜異議的；持不同政見的,The dissident artist was known for challenging traditional norms in her work.,dissident voices; dissident views; dissident movement,C2
Dispute,/dɪsˈpjut/,v.,"dispute, disputes, disputed, disputed, disputing",disputable (adj.),take exception to｜爭論；反對；對...提出異議,"He disputed the claim that the project would be completed on time, citing previous delays.",dispute the claim; dispute the decision; dispute the findings,C2
Dissipate,/ˈdɪsəˌpeɪt/,v.,"dissipate, dissipates, dissipated, dissipated, dissipating","dissipation (n.), dissipative (adj.)",to cause to separate and go in different directions｜使消散；使分散,The morning fog will dissipate as the sun rises higher in the sky.,dissipate energy; dissipate heat; dissipate the tension,C2
Dispassionate,/dɪˈspæʃənət/,adj.,"dispassionate, more dispassionate, most dispassionate","dispassion (n.), dispassionateness (n.)",unaffected by strong emotion or prejudice｜不受強烈情感或偏見影響的；冷靜的,The detective's dispassionate analysis of the evidence led to the breakthrough in the case.,dispassionate analysis; dispassionate view; dispassionate observer,C2
Dissociate,/dɪˈsoʊsieɪt/,v.,"dissociate, dissociates, dissociated, dissociated, dissociating","dissociation (n.), dissociative (adj.)",part; cease or break association with｜使分離；使脫離關係,She decided to dissociate herself from the group after learning about their unethical practices.,dissociate from the group; dissociate from the organization; dissociate from the idea,C2
Dissuade,/dɪˈsweɪd/,v.,"dissuade, dissuades, dissuaded, dissuaded, dissuading","dissuasion (n.), dissuasive (adj.)",turn away from by persuasion｜勸阻；勸戒,The teacher tried to dissuade her students from cheating by explaining the consequences.,dissuade him; dissuade students; strongly dissuade,C2
Distillation,/ˌdɪstəˈleɪʃən/,n.,"distillation, distillations",distill (v.),the process of purifying a liquid by boiling it and condensing its vapors｜蒸餾；蒸餾過程,"The distillation process removes impurities, resulting in a purer form of alcohol.",alcohol distillation; water distillation; distillation process,C2
Dissonance,/ˈdɪsənəns/,n.,"dissonance, dissonances",dissonant (adj.),a conflict of people's opinions or actions or characters｜不一致；不協調,There was a clear dissonance between the company's stated values and its actual business practices.,cognitive dissonance; cultural dissonance; create dissonance,C2
Distinct,/dɪˈstɪŋkt/,adj.,"distinct, more distinct, most distinct","distinctly (adv.), distinction (n.)",recognizably different in nature or quality; clearly separate｜截然不同的；明顯不同的,The two species are quite distinct from each other in both appearance and behavior.,distinct advantage; distinct possibility; distinct from,C2
Distort,/dɪˈstɔɹt/,v.,"distort, distorts, distorted, distorted, distorting",distortion (n.),make false by mutilation or addition; as of a message or story｜扭曲；曲解,The media has a tendency to distort facts to make stories more sensational.,distort the facts; distort reality; distort the truth,C2
Distant,/ˈdɪstənt/,adj.,"distant, more distant, most distant",distance (n.),separated in space or coming from or going to a distance｜遙遠的；遠距離的,The distant sound of thunder signaled an approaching storm.,distant relative; distant memory; distant future,C2
Diverge,/dɪˈvɝdʒ/,v.,"diverge, diverges, diverged, diverged, diverging","divergence (n.), divergent (adj.)",move or draw apart｜分叉；分歧,"The two roads diverge just after the old oak tree, leading to different destinations.",diverge widely; begin to diverge; diverge from methods,C2
Distraught,/dɪsˈtɹɔt/,adj.,"distraught, more distraught, most distraught",None,deeply agitated especially from emotion｜內心紛亂的；心煩意亂的,She was distraught after learning about the unexpected death of her close friend.,distraught with grief; distraught family; distraught mother,C2
Diurnal,/daɪˈɝnəl/,adj.,no changes,None,of or belonging to or active during the day｜白天的；日間活動的,Diurnal animals are typically active during the day and sleep at night.,diurnal cycle; diurnal variation; diurnal rhythm,C2
Doctrine,/ˈdɑktɹən/,n.,"doctrine, doctrines",doctrinal (adj.),a belief (or system of beliefs) accepted as authoritative by some group or school｜信條；教義；學說,The doctrine of human rights has been widely accepted across different cultures.,legal doctrine; political doctrine; religious doctrine,C2
Dissimulate,/ˈdɪsəmjəˌleɪt/,v.,"dissimulate, dissimulates, dissimulated, dissimulated, dissimulating","dissimulation (n.), dissimulative (adj.)",hide (feelings) from other people｜隱瞞（感情）不讓他人察覺,"He tried to dissimulate his anger during the meeting, but his facial expressions gave him away.",dissimulate feelings; dissimulate emotions; learn to dissimulate,C2
Distract,/dɪsˈtɹækt/,v.,"distract, distracts, distracted, distracted, distracting",distraction (n.),draw someone's attention away from something｜分散某人的注意力,The sudden noise from the street distracted her from her reading.,distract attention; distract the audience; easily distract,C2
Dogged,/ˈdɔɡɪd/,adj.,"dogged, more dogged, most dogged",doggedness (n.),showing persistent determination; tenacious｜展現持續的決心；頑強的,Her dogged determination eventually overcame every obstacle in her path.,dogged determination; dogged pursuit; dogged persistence,C2
Divest,/daɪˈvɛst/,v.,"divest, divests, divested, divested, divesting","divestiture (n.), divestment (n.)",take away possessions from someone｜剝奪某人的財產,The court ruled to divest the company of its assets due to illegal activities.,divest of assets; divest holdings; forcibly divest,C2
Dogmatic,/dɑˈɡmætɪk/,adj.,"dogmatic, more dogmatic, most dogmatic","dogma (n.), dogmatism (n.)",characterized by assertion of unproved or unprovable principles｜以未經證實或無法證實的原則為特色的,The professor's dogmatic approach left little room for open discussion or debate.,dogmatic approach; dogmatic views; dogmatic statement,C2
Dissemble,/dɪˈsɛmbəl/,v.,"dissemble, dissembles, dissembled, dissembled, dissembling","dissembler (n.), dissembling (n.)",make believe with the intent to deceive; conceal one's true feelings or intentions｜假裝意圖欺騙；掩飾真實感受或意圖,She tried to dissemble her true intentions by pretending to be indifferent to the offer.,dissemble emotions; dissemble intentions; learn to dissemble,C2
Distend,/dɪˈstɛnd/,v.,"distend, distends, distended, distended, distending","distension (n.), distended (adj.)",become wider｜擴張；膨脹,"The balloon began to distend as it filled with helium, expanding rapidly.",distend the stomach; begin to distend; visibly distend,C2
Dormant,/ˈdɔɹmənt/,adj.,no changes,dormancy (n.),in a condition of biological rest or suspended animation｜處於生物休眠或假死狀態,"The seeds remained dormant throughout the winter, waiting for spring to germinate.",dormant volcano; remain dormant; dormant state,C2
Docile,/ˈdɑsəl/,adj.,"docile, more docile, most docile",docility (n.),willing to be taught or led or supervised or directed｜願意被教導、帶領、監督或指導的,"The new student was docile and eager to learn, making him a joy to teach.",docile nature; docile personality; surprisingly docile,C2
Diverse,/daɪˈvɝs/,adj.,"diverse, more diverse, most diverse","diversity (n.), diverseness (n.)",many and different｜多種多樣的,"The city is known for its diverse culture, offering a wide range of cuisines and traditions.",diverse group; diverse culture; diverse opinions,C2
Drastic,/ˈdɹæstɪk/,adj.,"drastic, more drastic, most drastic",None,"Having a strong or far-reaching effect; extreme, severe.｜具有強大或深遠影響的；極端的，激烈的",The government implemented drastic measures to combat the spread of the virus.,drastic measures; drastic change; drastic action,C2
Dubious,/ˈdubiəs/,adj.,"dubious, more dubious, most dubious","dubiety (n.), dubiousness (n.)",Arousing doubt; questionable; open to suspicion.｜令人懷疑的；可疑的；有問題的,His dubious explanation for being late only raised further suspicions among his colleagues.,dubious reputation; dubious claim; dubious character,C2
Document,/ˈdɑkjəmɛnt/,n.,"document, documents","documental (adj.), documentary (adj.), documentation (n.)","a piece of written, printed, or electronic material that provides official information｜提供官方資訊的書面、印刷或電子材料",The document outlined the terms of the agreement in clear and precise language.,legal document; official document; draft a document,C2
Duplicity,/duˈplɪsɪti/,n.,"duplicity, duplicities",duplicitous (adj.),a fraudulent or duplicitous representation｜欺詐性或雙重性的陳述,"The lawyer accused the company of duplicity, claiming they had knowingly misled their clients.",accuse of duplicity; blatant duplicity; duplicity in business,C2
Drone,/ˈdɹoʊn/,n.,"drone, drones",droning (n.),a stingless male honeybee whose role is to mate with the queen; or a remotely controlled aircraft or similar unmanned aerial vehicle｜無刺的雄性蜜蜂，角色是與蜂后交配；或遙控飛機或類似無人駕駛航空器,"In a bee colony, the drone's primary role is to mate with the queen to ensure the survival of the hive.",drone bee; drone colony; drone population,C2
Ductile,/ˈdʌktəl/,adj.,"ductile, more ductile, most ductile",ductility (n.),capable of being drawn into wire or stretched without breaking｜可被拉成金屬絲或拉伸而不斷裂的,The young artist was ductile and quickly adapted her style to the gallery owner's suggestions.,ductile metal; ductile material; ductile alloy,C2
Dwindle,/ˈdwɪndəl/,v.,"dwindle, dwindles, dwindled, dwindled, dwindling",dwindling (n.),become smaller or lose substance｜變小或失去實質內容,"As autumn progressed, the river's water level began to dwindle significantly.",dwindle away; dwindle in numbers; dwindle to nothing,C2
Draconian,/dɹeɪˈkoʊniən/,adj.,"draconian, more draconian, most draconian",draconianism (n.),of or relating to Draco or his harsh code of laws｜關於 Draco 或其嚴厲法典的,The draconian laws of ancient Athens imposed harsh penalties for even minor offenses.,draconian measures; draconian laws; draconian punishment,C2
Eccentric,/ɪˈksɛntɹɪk/,adj.,"eccentric, more eccentric, most eccentric",eccentricity (n.),"unconventional and slightly strange in behavior, appearance, or ideas｜在行為、外表或想法上不尋常且略帶古怪的",The eccentric inventor spent years building a machine that he claimed could turn lead into gold.,eccentric behavior; eccentric character; eccentric personality,C2
Dupe,/ˈdup/,v.,"dupe, dupes, duped, duped, duping",dupery (n.),fool or hoax｜欺騙或愚弄,The con artist tried to dupe the elderly couple into investing in a fake company.,dupe someone; dupe into believing; dupe the public,C2
Economize,/ɪˈkɑnəˌmaɪz/,v.,"economize, economizes, economized, economized, economizing","economy (n.), economizer (n.)",use cautiously and frugally｜謹慎節儉地使用,"During the recession, many families had to economize by cutting unnecessary expenses.",economize on expenses; economize resources; economize energy,C2
Drab,/ˈdɹæb/,adj.,"drab, drabber, drabbest",drabness (n.),lacking in liveliness or charm or surprise｜缺乏活力或魅力,The drab office walls and lack of decoration made the workspace feel dull and uninspiring.,drab color; drab existence; drab appearance,C2
Eclipse,/ɪˈklɪps/,v.,"eclipse, eclipses, eclipsed, eclipsed, eclipsing",None,be greater in significance than｜在重要性上超過,The success of her latest novel seemed to eclipse all her previous achievements.,eclipse the competition; eclipse previous records; eclipse expectations,C2
Eddy,/ˈɛdi/,n.,"eddy, eddies",None,"a circular movement of water or air, contrary to the main current; a small whirlpool｜水或空氣的逆流旋渦",Leaves caught in the eddy spun slowly around before sinking beneath the surface of the stream.,swirling eddy; eddy current; eddy water,C2
Eclectic,/ɪˈklɛktɪk/,adj.,"eclectic, more eclectic, most eclectic",eclecticism (n.),"deriving ideas, style, or taste from a broad and diverse range of sources｜從廣泛多樣的來源中汲取思想、風格或品味",The eclectic art collector had pieces ranging from ancient Roman sculptures to contemporary digital art.,eclectic approach; eclectic taste; eclectic mix,C2
Droll,/ˈdɹoʊl/,adj.,"droll, droller, drollest",None,comical in an odd or whimsical manner｜奇特而異想天開的可笑,The droll comedian had the audience laughing with his whimsical observations about everyday life.,droll sense of humor; droll comment; droll expression,C2
Ecstasy,/ˈɛkstəsi/,n.,"ecstasy, ecstasies",ecstatic (adj.),a state of being carried away by overwhelming emotion｜被強烈情感席捲的狀態,The fans were in ecstasy as their team won the championship in the final seconds of the game.,ecstasy of joy; drug-induced ecstasy; ecstasy of love,C2
Edifice,/ˈɛdəfəs/,n.,"edifice, edifices",None,a structure that has a roof and walls and stands more or less permanently in one place｜有屋頂和牆壁的建築物,"The ancient Roman edifice, now a UNESCO World Heritage site, still stands as a testament to architectural prowess.",grand edifice; towering edifice; edifice complex,C2
Duration,/ˈdʊˈɹeɪʃən/,n.,"duration, durations",None,the period of time during which something continues｜持續的時間,The duration of the concert was extended due to the overwhelming demand for an encore.,brief duration; duration of the event; duration of time,C2
Effigy,/ˈɛfɪdʒi/,n.,"effigy, effigies",None,"a sculpture or model of a person, often used as a target of protest｜人像雕塑；常用作抗議標的","The town square featured an effigy of the town's founder, commemorating his contributions to the community.",burn in effigy; hang in effigy; effigy of the president,C2
Efficacy,/ˈɛfɪˌkæsi/,n.,"efficacy, efficacies",efficacious (adj.),capacity or power to produce a desired effect｜產生預期效果的能力,The efficacy of the new medication was evident as patients reported significant improvements in their symptoms.,efficacy of the treatment; demonstrate efficacy; prove efficacy,C2
Dulcet,/ˈdʌlsət/,adj.,"dulcet, more dulcet, most dulcet",None,extremely pleasant in a gentle way｜溫和悅耳,"The dulcet tones of the violin filled the concert hall, enchanting every listener in the audience.",dulcet tones; dulcet melody; dulcet voice,C2
Effete,/ɛˈfit/,adj.,"effete, more effete, most effete",None,marked by excessive self-indulgence and moral decay｜因過度自我縱容而頹廢,"The empire fell into effete decadence, losing the strength and vigor that had once defined it.",effete aristocracy; effete culture; effete elite,C2
Effervesce,/ˈɛfɚˌvaɪs/,v.,"effervesce, effervesces, effervesced, effervesced, effervescing","effervescence (n.), effervescent (adj.)",become bubbly or frothy or foaming｜冒泡,"The soda effervesced as it poured over the ice, creating a refreshing, bubbly drink.",effervesce with excitement; effervesce over; effervesce champagne,C2
Efface,/ɪˈfeɪs/,v.,"efface, effaces, effaced, effaced, effacing",effacement (n.),remove completely from recognition or memory｜從記憶中徹底抹除,The library worked to efface all records of the controversial author after the scandal broke.,efface the past; efface memories; efface graffiti,C2
Egalitarian,/ɪˌɡæləˈtɛɹiən/,adj.,"egalitarian, more egalitarian, most egalitarian",egality (n.),believing in or based on the principle that all people deserve equal rights and opportunities｜相信或基於人人平等原則,The egalitarian activist fought tirelessly for the rights of marginalized communities around the world.,egalitarian society; egalitarian principles; egalitarian views,C2
Effusive,/ˈɛfjusɪv/,adj.,"effusive, more effusive, most effusive",effusion (n.),uttered with unrestrained enthusiasm｜熱情奔放,Her effusive praise for the new restaurant quickly made it the hottest dining spot in town.,effusive praise; effusive gratitude; effusive welcome,C2
Ebullient,/ɪˈbʌljənt/,adj.,"ebullient, more ebullient, most ebullient",ebullience (n.),joyously unrestrained｜歡樂奔放,"The ebullient children ran around the playground, their laughter echoing through the park.",ebullient personality; ebullient mood; ebullient spirit,C2
Edify,/ˈɛdəˌfaɪ/,v.,"edify, edifies, edified, edified, edifying",edification (n.),make understand｜啟迪,"The professor's lecture was both informative and entertaining, serving to edify the students on the subject.",edify the public; edify students; edify readers,C2
Elegy,/ˈɛlədʒi/,n.,"elegy, elegies","elegist (n.), elegize (v.)",a mournful poem; a lament for the dead｜哀悼死者的淒涼詩歌,"The poet wrote an elegy to mourn the loss of his beloved friend, capturing the depth of his grief.",elegiac poem; elegy for the dead; mournful elegy,C2
Elaborate,/ɪˈlæbəˌreɪt/,v.,"elaborate, elaborates, elaborated, elaborated, elaborating","elaboration (n.), elaborative (adj.)","add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing｜對敘述或想法增添細節；以學術方式闡釋其意涵並進行論述，通常以書寫方式呈現","The professor would often elaborate on complex theories, providing detailed examples to help students understand.",elaborate on; elaborate further; elaborate upon,C2
Elicit,/ɪˈlɪsɪt/,v.,"elicit, elicits, elicited, elicited, eliciting",elicitation (n.),"call forth (emotions, feelings, and responses)｜引發（情緒、感受及回應）",The comedian's joke was so well-timed that it elicited laughter from the entire audience.,elicit response; elicit emotion; elicit feedback,C2
Eloquent,/ˈɛləkwənt/,adj.,"eloquent, more eloquent, most eloquent",eloquence (n.),"expressing yourself readily, clearly, effectively｜表達流暢、清晰、有力",The lawyer's eloquent argument convinced the jury of her client's innocence.,eloquent speaker; eloquent speech; eloquent words,C2
Egress,/ɪˈɡɹɛs/,n. [U],no changes,egression (n.),the act of going out; an exit or way out｜出去的行為；出口或通道,The architect designed a wide egress so the crowd could leave the hall quickly and safely.,egress point; safe egress; rapid egress,C2
Effrontery,/ɪˈfɹʌntɚi/,n.,"effrontery, effronteries",None,audacious (even arrogant) behavior that you have no right to｜肆無忌憚（甚至傲慢）的行為,His effrontery in interrupting the meeting with unrelated questions shocked everyone present.,display effrontery; sheer effrontery; act with effrontery,C2
Elucidate,/ɪˈlusəˌdeɪt/,v.,"elucidate, elucidates, elucidated, elucidated, elucidating",elucidation (n.),make clear and (more) comprehensible｜使清楚明瞭,"The teacher did her best to elucidate the difficult concept, using various examples and illustrations.",elucidate meaning; elucidate concept; elucidate details,C2
Ellipsis,/ɪˈlɪpsɪs/,n.,"ellipsis, ellipses",None,omission or suppression of parts of words or sentences｜省略詞句的部分內容,"In informal writing, an ellipsis is often used to indicate an omission or a trailing thought.",ellipsis marks; use ellipsis; ellipsis in writing,C2
Emancipate,/ɪˈmænsəˌpeɪt/,v.,"emancipate, emancipates, emancipated, emancipated, emancipating","emancipator (n.), emancipation (n.), emancipative (adj.)",give equal rights to; of women and minorities｜給予平等權利；尤指女性和少數族裔,"The 19th Amendment helped emancipate women, granting them the right to vote in the United States.",emancipate slaves; emancipate women; emancipate oneself,C2
Elixir,/ɪˈlɪksɚ/,n.,"elixir, elixirs",None,a magical or medicinal liquid believed to cure or preserve｜被認為能治病或延年益壽的魔術或藥用液體,The pharmacist prepared an elixir with a pleasant flavor to mask the bitterness of the medication.,elixir of life; medicinal elixir; sweet elixir,C2
Emanate,/ˈɛməˌneɪt/,v.,"emanate, emanates, emanated, emanated, emanating",emanation (n.),"proceed or issue forth, as from a source｜發出；源自","The smell of fresh coffee seemed to emanate from the kitchen, drawing everyone towards it.",emanate warmth; emanate light; emanate from walls,C2
Egregious,/ɪˈɡɹidʒəs/,adj.,"egregious, more egregious, most egregious",egregiousness (n.),conspicuously and outrageously bad or reprehensible｜極為惡劣或可憎的,"His egregious behavior at the party, including breaking valuables, resulted in his being asked to leave.",egregious error; egregious misconduct; egregious example,C2
