word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Revival,/ɹɪˈvaɪvəl/,n.,"revival, revivals",revive (v.),"The act of reviving, or the state of being revived.｜復甦的行為或被復甦的狀態。",The revival was made possible through modern technology and the creativity of two engineering students at the University of Melbourne.,revival event; religious revival; great revival,C2
Revolt,/ɹɪˈvoʊlt/,v.,"revolt, revolts, revolted, revolted, revolting",revolution (n.),"To rebel, particularly against authority.｜叛亂，尤指反抗權威。",The workers threatened to revolt if the company refused to address their grievances about wages and conditions.,armed revolt; revolt against tyranny; rise in revolt,C2
Revelation,/ˌɹɛvəˈleɪʃən/,n.,"revelation, revelations",reveal (v.),The act of revealing or disclosing.｜揭露或披露的行為。,"But during that time, he had a revelation.",revelation came; profound revelation; revelation of love,C2
Revive,/ɹɪˈvaɪv/,v.,"revive, revives, revived, revived, reviving",revival (n.),"to restore someone to consciousness or bring something back into use, activity, or strength｜使恢復意識或使恢復使用、活動或活力。",He has almost single-handedly revived the economy of Colorado by discovering a new process for extracting more oil from what were thought to be exhausted oil wells.,revive the economy; revive a tradition; revive interest,C2
Revolve,/ɹiˈvɑlv/,v.,"revolve, revolves, revolved, revolved, revolving",revolution (n.),To move or develop around a central point; to centre on something.｜繞著中心點移動或發展；以某事為中心。,The story revolves around a family trying to rebuild its life after a natural disaster.,revolve around sun; revolve around character; revolve around career,C2
Ripple,/ˈɹɪpəl/,v.,"ripple, ripples, rippled, rippled, rippling",rippling (n.),To move like the undulating surface of a body of water; to undulate.｜像水面般起伏移動；起伏。,"The hero's death sent a ripple through the comics community, with repercussions felt in the industry for years afterward.",ripple through; ripple outward; ripple across the surface,C2
Rivalry,/ˈɹaɪvəlɹi/,n. [U],no changes,rival (v.),Active competition between two or more parties striving for the same goal or superiority.｜兩個或多個團體為同一目標或爭奪優勢而進行的積極競爭。,"Recent models seek a compromise between prototype and exemplar theories, whose historical rivalry shaped the field.",epic rivalry; heated rivalry; greatest rivalry,C2
Roam,/ˈɹoʊm/,v.,"roam, roams, roamed, roamed, roaming",roamer (n.),To wander or travel freely and with no specific destination.｜自由漫遊或旅行，無特定目的地。,Hens are still kept indoors but have twice as much space and roam freely.,roam the streets; roam freely; roam around the world,C2
Retrieve,/ɹɪˈtɹiv/,v.,"retrieve, retrieves, retrieved, retrieved, retrieving","retrieval (n.), retriever (n.)",To regain or get back something.｜重新獲得或取回某物。,"They also show similar difficulties when retrieving overlapping information, where storing too many similar facts leads to confusion.",selectively retrieve; retrieve information; retrieve data,C2
Royalty,/ˈɹɔɪəlti/,n.,"royalty, royalties",None,members of a royal family or people of royal rank; also the status of a monarch｜王室成員或具有王室地位的人；亦指君主的身份。,European royalty attended the state funeral.,European royalty; members of royalty; royal status,C2
Rigorous,/ˈɹɪɡɚəs/,adj.,"rigorous, more rigorous, most rigorous","rigor (n.), rigorousness (n.)","Showing, causing, or favoring rigour/rigor; scrupulously accurate or strict; thorough.｜顯示、導致或偏愛嚴謹；一絲不苟的精確或嚴格；徹底。",The candidates faced a rigorous series of interviews before being offered the post.,rigorous foundation; rigorous analysis; rigorous evaluation,C2
Rotation,/ɹoʊˈteɪʃən/,n.,"rotation, rotations",rotate (v.),The act of turning around a centre or an axis.｜繞著中心或軸旋轉的動作。,"TAI may be reported using traditional means of specifying days, carried over from non-uniform time standards based on the rotation of the Earth.",full rotation; rotation matrix; internal rotation,C2
Rubbish,/ˈɹʌbɪʃ/,n. [U],no changes,rubbishy (adj.),"Refuse, waste, garbage, junk, trash.｜垃圾、廢棄物、廢物","Eventually, I couldn’t even enjoy activities outside research, such as watching a film, or concentrate on simple things, including taking out the rubbish.",talk rubbish; absolute rubbish; pile of rubbish,C2
Ruthless,/ˈɹuθləs/,adj.,"ruthless, more ruthless, most ruthless",ruthlessness (n.),"Without pity or compassion; cruel, pitiless.｜無情的、冷酷的、狠心的",He has shown himself to be ruthless in every other circumstance.,ruthless competition; ruthless dictator; ruthless enemy,C2
Rugged,/ˈɹʌɡəd/,adj.,"rugged, more rugged, most rugged",ruggedness (n.),Broken into sharp or irregular points; uneven; not smooth; rough.｜崎嶇的、凹凸不平的、不平滑的、粗糙的,"Despite their success, GAs sometimes fail to locate the highest peaks of the fitness landscape, in particular if the landscape is rugged and contains multiple peaks.",rugged terrain; rugged landscape; rugged coastline,C2
Rotate,/ˈɹoʊˌteɪt/,v.,"rotate, rotates, rotated, rotated, rotating","rotation (n.), rotatory (adj.)","To spin, turn, or revolve.｜旋轉、轉動",Technicians rotate the antenna slowly to scan the entire horizon.,rotate the body; rotate clockwise; slowly rotate,C2
Salvage,/ˈsælvədʒ/,v.,"salvage, salvages, salvaged, salvaged, salvaging","salve (v.), salvager (n.)",To rescue.｜搶救、打撈,Crews worked through the night to salvage what they could from the burnt-out warehouse.,salvage pieces; salvage parts; salvage pride,C2
Salute,/səˈlut/,v.,"salute, salutes, saluted, saluted, saluting","saluter (n.), salutation (n.)",To make a gesture in honor of (someone or something).｜向...致敬、行禮,The officer snapped to attention and raised his hand to salute the visiting general.,salute the flag; raise in salute; salute a hero,C2
Sanitation,/ˌsænəˈteɪʃən/,n. [U],no changes,sanitate (v.),The hygienic disposal or recycling of waste.｜環保衛生設施,Only a small fraction of those living in rural areas had access to improved sanitation facilities in the early part of the century.,improved sanitation; basic sanitation; poor sanitation,C2
Robust,/ɹoʊˈbʌst/,adj.,"robust, more robust, most robust","robustly (adv.), robustness (n.)",Able to withstand adverse conditions.｜強健的、堅固的、耐用的,"While the arithmetic mean is often used to report central tendency, it is not a robust statistic: it is greatly influenced by outliers (Value (mathematics) much larger or smaller than most others).",robust foundation; robust system; robust framework,C2
Scenic,/ˈsinɪk/,adj.,"scenic, more scenic, most scenic",scene (n.),having beautiful scenery; picturesque｜風景優美的、景色如畫的,"We took the scenic route along the coast, stopping at every clifftop viewpoint along the way.",scenic view; scenic shots; scenic spot,C2
Scorn,/ˈskɔɹn/,v.,"scorn, scorns, scorned, scorned, scorning",scorner (n.),To feel or display contempt or disdain for something or somebody; to despise.｜輕蔑、蔑視、鄙視,She tends to scorn any advice that does not match her own firm opinions.,with scorn; heap scorn on; scornful glance,C2
Savage,/ˈsævədʒ/,adj.,"savage, more savage, most savage","savagely (adv.), savagery (n.)",Wild; not cultivated or tamed.｜野生的、未開化的、兇猛的,"The explorers described the island as a savage, untamed wilderness.",savage wilderness; savage attack; savage conditions,C2
Sculptor,/ˈskʌlptɚ/,n.,"sculptor, sculptors",sculpt (v.),an artist who creates sculptures｜雕刻家、雕塑家,"The sculptors derived this from observations on human beings, but they also embodied in concrete form, issues beyond the reach of ordinary thought.",famous sculptor; marble sculptor; contemporary sculptor,C2
Screwdriver,/ˈskɹuˌdɹaɪvɚ/,n.,"screwdriver, screwdrivers",None,a hand tool for driving screws; has a tip that fits into the head of a screw｜螺絲起子、螺絲刀,"The action is simple, with the keys being levers with a small brass tangent, a small piece of metal similar in shape and size to the head of a flat-bladed screwdriver, at the far end.",use a screwdriver; Phillips screwdriver; flathead screwdriver,C2
Seagull,/ˈsiˌɡʌl/,n.,"seagull, seagulls",None,mostly white aquatic bird having long pointed wings and short legs｜海鷗,"The seagull faces left, its beak pointed towards the edge of the frame.",herring gull; flock of seagulls; seagull colony,C2
Scrutiny,/ˈskɹutəni/,n. [U],no changes,"scrutineer (n.), scrutinise (v.), scrutinize (v.)",Intense study of someone or something.｜仔細審查、監視、監督,The company's finances came under intense scrutiny after several executives suddenly resigned.,close scrutiny; regulatory scrutiny; public scrutiny,C2
Seduce,/sɪˈdus/,v.,"seduce, seduces, seduced, seduced, seducing","seducer (n.), seduction (n.)","To beguile or lure (someone) away from duty, accepted principles, or proper conduct; to lead astray.｜誘惑、勾引",A thrill-seeking American heiress played by Kelly surmises his true identity and tries to seduce him.,seduce someone; easily seduced; seduce with charm,C2
Scrape,/ˈskɹeɪp/,v.,"scrape, scrapes, scraped, scraped, scraping","scraper (n.), scraping (n.)",scratch repeatedly｜刮、擦,Pieces of the spear were scraped off onto the wound and Telephus was healed.,scrape together; scrape facial images; scrape out,C2
Sergeant,/ˈsɑɹdʒənt/,n.,"sergeant, sergeants",None,"A UK army rank with NATO code OR-6, senior to corporal and junior to warrant officer ranks.｜士官、中士","Two weeks later, Booth was located, shot, and killed at a farm in Virginia by Sergeant Boston Corbett.",army sergeant; staff sergeant; drill sergeant,C2
Serene,/sɚˈin/,adj.,"serene, more serene, most serene",None,"Calm, peaceful, unruffled.｜平靜的、安詳的","The lake was perfectly serene, with only the soft rustle of leaves in the surrounding trees.",serene gardens; serene beach; serene experience,C2
Shaver,/ˈʃeɪvɚ/,n.,"shaver, shavers",shave (v.),"A device used for shaving, especially an electric razor.｜剃鬚刀、刮鬍刀",She plugged in the electric shaver and quickly trimmed the hair along her jawline before the meeting.,electric shaver; cordless shaver; rechargeable shaver,C2
Sermon,/ˈsɝmən/,n.,"sermon, sermons","sermonise (v.), sermonize (v.)",Religious discourse; a written or spoken address on a religious or moral matter.｜宗教演說；宗教或道德方面的書面或口頭演講,The congregation listened in silence as the priest delivered a moving sermon on forgiveness.,preach a sermon; give a sermon; deliver a sermon,C2
Scroll,/ˈskɹoʊl/,v.,"scroll, scrolls, scrolled, scrolled, scrolling",None,"To change one's view of data on a computer's display by moving in gradual increments, typically using an input device or touch screen.｜透過輸入裝置或觸控螢幕逐步移動視窗來改變電腦螢幕上資料的檢視",She reached for her phone to scroll through the news before getting out of bed.,infinite scroll; scroll down; scroll through feeds,C2
Setback,/ˈsɛˌtbæk/,n.,"setback, setbacks",None,"An obstacle, delay, disadvantage, or blow (an adverse event which slows down, or prevents progress towards a desired outcome).｜障礙、延遲、劣勢或打擊（阻礙或阻止目標實現的不利事件）",We have to commit to showing up through those ups and downs and turns and setbacks and highs and lows.,major setback; suffer setback; biggest setbacks,C2
Shred,/ˈʃɹɛd/,v.,"shred, shreds, shredded, shredded, shredding",shredder (n.),"To cut or tear (something) into long, narrow pieces or strips.｜將（某物）切成或撕成細長的碎片或條狀",The clerk shredded the outdated documents before leaving the office.,shred cheese; shred paper; shred documents,C2
Shabby,/ˈʃæbi/,adj.,"shabby, shabbier, shabbiest",shabbiness (n.),"Of clothing, a place, etc.: unkempt and worn or otherwise in poor condition due to age or neglect; scruffy.｜形容衣物、場所等：因年代久遠或缺乏打理而不整潔、破舊的；邋遢的",Corso introduced them to a shabby lodging house above a bar at 9 rue Gît-le-Cœur that was to become known as the Beat Hotel.,shabby clothing; shabby streets; shabby room,C2
Serial,/ˈsɪɹiəl/,adj.,no changes,series (n.),Having to do with or arranged in a series.｜關於系列的或按系列排列的,"This process of serial cell ""capture"" and ""enslavement"" explains the diversity of photosynthetic eukaryotes.",serial protocol; serial killer; serial numbers,C2
Selective,/səˈlɛktɪv/,adj.,"selective, more selective, most selective","select (v.), selectivity (n.)",Of or relating to the process of selection.｜關於選擇過程的,"Rand defined art as a ""selective re-creation of reality according to an artist's metaphysical value-judgments"".",selective use; selective pressure; selective advantage,C2
Shortsighted,/ˈʃɔɹˈtsaɪtɪd/,adj.,"shortsighted, more shortsighted, most shortsighted",shortsightedness (n.),Lacking foresight; unable to see distant objects clearly.｜缺乏遠見的；無法看清遠處物體的,"Alexander criticized the ""shortsighted government"" for supporting policies he opposed.",shortsighted policy; shortsighted decision; shortsighted leaders,C2
Shriek,/ˈʃɹik/,v.,"shriek, shrieks, shrieked, shrieked, shrieking",shrieking (n.),utter a shrill cry｜發出尖銳的叫聲,The children shrieked with delight when the fireworks lit up the sky.,shriek of laughter; shriek with horror; shriek with terror,C2
Sharpen,/ˈʃɑɹpən/,v.,"sharpen, sharpens, sharpened, sharpened, sharpening",sharpener (n.),To make sharp.｜使鋒利,And the second two years is about sharpening the edge of the sword.,sharpen skills; sharpen knives; sharpen mind,C2
Shrub,/ˈʃɹʌb/,n.,"shrub, shrubs","shrubby (adj.), shrublet (n.)",a low woody perennial plant usually having several major stems｜一種低矮的木本多年生植物，通常有多個主要莖,"Vegetation type was also a strong performance indicator: Terrain with shrub or scrub cover, the dominant vegetation type, offered the most accurate predictions for burn severity.",woody shrub; evergreen shrubs; native shrubs,C2
Shortcoming,/ˈʃɔɹˌtkʌmɪŋ/,n.,"shortcoming, shortcomings",None,A deficiency or falling short; failure to attain a goal or ideal.｜不足或未達標準；未能達到目標或理想,"Despite the impressive advancements achieved by deep learning models in various domains, they still have shortcomings in abstract reasoning and causal understanding.",fundamental shortcoming; biggest shortcoming; overcome shortcomings,C2
Serving,/ˈsɝvɪŋ/,n.,"serving, servings",serve (v.),The act or process of serving.｜服務的行為或過程,The serving of food began immediately after the guests were seated.,serving of food; single serving; serving size,C2
Shutter,/ˈʃʌtɚ/,n.,"shutter, shutters",shut (v.),"A hinged cover or mechanical device that opens and closes an aperture, especially the device controlling light in a camera.｜控制孔徑開關的鉸鏈蓋或機械裝置，尤其是控制相機進光的裝置",She adjusted the camera shutter until the photograph of the mountains came out perfectly sharp.,shutter sounds; open shutter; remote shutter,C2
Shuffle,/ˈʃʌfəl/,v.,"shuffle, shuffles, shuffled, shuffled, shuffling","shuffler (n.), shuffling (n.)",To put in a random order.｜隨機排列,"Now, of course, what's interesting is that even at thermal equilibrium, maybe entropy can fluctuate, maybe randomly, in the same way that you can shuffle a pack of cards.",random shuffle; shuffle deck; shuffle dataset,C2
Simplicity,/sɪmˈplɪsəti/,n. [U],no changes,"simple (adj.), simple-minded (adj.)",The state or quality of being simple｜簡單的狀態或性質,"The beauty of the design lies in its simplicity and clean, uncluttered lines.",relative simplicity; for simplicity; ensures computational simplicity,C2
Simultaneous,/ˌsaɪməˈlteɪniəs/,adj.,no changes,simultaneously (adv.),Happening at the same time.｜同時發生的,"The two events were simultaneous, so we could not attend both.",simultaneous translation; simultaneous events; simultaneous release,C2
Slang,/ˈslæŋ/,n. [U],no changes,slangy (adj.),informal language consisting of words and expressions that are not considered appropriate for formal occasions; often vituperative or vulgar｜非正式語言，包含在正式場合被認為不恰當的詞彙和表達；通常帶有貶義或粗俗,A large and dynamic dictionary of frequent illicit drug related slang is used to find these posts.,street slang; drug-related slang; use slang,C2
Skim,/ˈskɪm/,v.,"skim, skims, skimmed, skimmed, skimming","skimmer (n.), skimming (n.)","To pass lightly; to glide along in an even, smooth course; to glide along near the surface.｜輕掠而過；沿著平坦光滑的路線滑翔；靠近表面滑行",She had only enough time to skim the report before the meeting started.,skim over; skim through; skim section,C2
Skeptical,/ˈskɛptəkəl/,adj.,"skeptical, more skeptical, most skeptical","skepticism (n.), skeptically (adv.)",Not easily convinced; questioning whether something is true or reliable.｜不容易被說服的；質疑某事是否為真實或可靠,She was skeptical that the proposed treatment would work without further clinical evidence.,highly skeptical; skeptical eye; skeptical mind,C2
Sneaker,/ˈsnikɚz/,n.,"sneaker, sneakers",None,"a soft, comfortable shoe with a rubber sole, worn for sport or casual use｜一種柔軟舒適的鞋子，鞋底為橡膠，適用於運動或休閒穿著",He laced up his white sneakers before going out for an early morning run.,white sneakers; pair of sneakers; leather sneakers,C2
Simplify,/ˈsɪmpləˌfaɪ/,v.,"simplify, simplifies, simplified, simplified, simplifying",simplification (n.),make simpler or easier or reduce in complexity or extent｜使更簡單、更容易或減少複雜性或範圍,The new software is meant to simplify the way small businesses track their expenses.,simplify process; simplify problem; simplify expression,C2
Sloppy,/ˈslɑpi/,adj.,"sloppy, sloppier, sloppiest","slop (n.), sloppiness (n.)","Careless, imprecise, or poorly organized; lacking attention to detail.｜粗心的、不精確的或組織不善的；不注意細節的",In addition we show that Newcomb's scenario only provides a contradiction between game theory's expected utility and dominance principles if one is sloppy in specifying the underlying Bayes net.,sloppy directions; sloppy thinking; sloppy work,C2
Slay,/ˈsleɪ/,v.,"slay, slays, slew, slain, slaying","slayer (n.), slaying (n.)",To kill; to murder.｜殺死；謀殺,"In the legend, the young knight vowed to slay the dragon threatening the village.",slay a dragon; slay the enemy; brutally slay,C2
Slaughter,/ˈslɔtɚ/,v.,"slaughter, slaughters, slaughtered, slaughtered, slaughtering","slaughterer (n.), slaughterous (adj.)","To butcher animals, generally for food.｜宰殺動物，通常作為食物",The invading army threatened to slaughter the villagers unless they surrendered.,slaughter civilians; slaughter troops; slaughter women,C2
Sly,/ˈslaɪ/,adj.,"sly, slier, sliest",slyness (n.),Artfully cunning; secretly mischievous; wily.｜巧妙狡詐的；暗中調皮的；狡猾的,He gave a sly grin that suggested he knew far more than he was telling.,always sly; sly boots; sly invitation,C2
Slum,/ˈslʌm/,n.,"slum, slums",slummy (adj.),a district of a city marked by poverty and inferior living conditions｜城市中以貧窮和惡劣居住條件為特徵的地區,"Instead of showing us a way through the elegant mansions of the mind, the prophets take us to the slums.",urban slum; slum housing; live in a slum,C2
Slash,/ˈslæʃ/,v.,"slash, slashes, slashed, slashed, slashing",slasher (n.),To cut or attempt to cut｜切或試圖切,"Shifting cultivation (or slash and burn) is a system in which forests are burnt, releasing nutrients to support cultivation of annual and then perennial plant crops for a period of several years.",slash spending; slash prices; slash budget,C2
Slump,/ˈslʌmp/,v.,"slump, slumps, slumped, slumped, slumping",None,To collapse heavily or helplessly.｜沉重或無力地倒下,The firm's profits began to slump after demand weakened.,afternoon slump; slump on couch; slump at end,C2
Sneeze,/ˈsniz/,v.,"sneeze, sneezes, sneezed, sneezed, sneezing","sneezy (adj.), sneezer (n.), sneezing (n.)","exhale spasmodically, as when an irritant entered one's nose｜痙攣地呼氣，當刺激物進入鼻子時的反應","However, the soot causes Alice to sneeze, sending Bill high up into the sky.",sneeze loudly; make someone sneeze; sneeze into a tissue,C2
Snore,/ˈsnɔɹ/,v.,"snore, snores, snored, snored, snoring","snorer (n.), snoring (n.)","To breathe during sleep with harsh, snorting noises caused by vibration of the soft palate.｜睡眠時因軟顎振動而發出粗重、鼻息般的聲音地呼吸","Familiar comic-strip iconography such as stars for pain, sawing logs for snoring, speech balloons, and thought balloons originated in Dirks' strip.",snore at night; snore loudly; snore during sleep,C2
Smuggle,/ˈsmʌɡəl/,v.,"smuggle, smuggles, smuggled, smuggled, smuggling","smuggler (n.), smuggling (n.)","To import or export, illicitly or by stealth, without paying lawful customs charges or duties｜非法或秘密地進口或出口，不繳納合法的關稅",It's cheap to make and easy to smuggle.,smuggle drugs; smuggle across border; smuggle chips,C2
Sociable,/ˈsoʊʃəbəl/,adj.,"sociable, more sociable, most sociable","sociability (n.), sociableness (n.)",Tending to socialize or be social.｜傾向於社交或善於社交的,She is sociable and quickly made friends in her new class.,highly sociable; sociable person; naturally sociable,C2
Sneaky,/ˈsniki/,adj.,"sneaky, sneakier, sneakiest","sneak (n.), sneakiness (n.)","secretive and deceitful, especially in an underhanded way｜秘密且欺騙的，尤指以卑劣的方式",He used a sneaky tactic to read the confidential notes without permission.,sneaky tactic; sneaky behavior; sneaky way,C2
Socialism,/ˈsoʊʃəˌlɪzəm/,n. [U],no changes,"socialist (n.), socialistic (adj.)",a political theory advocating state ownership of industry｜主張國家擁有產業的政治理論,Anarchism is described as being part of the libertarian wing of the socialist movement (libertarian socialism).,democratic socialism; state socialism; advocate socialism,C2
Socialize,/ˈsoʊʃəˌlaɪz/,v.,"socialize, socializes, socialized, socialized, socializing","socializer (n.), socializing (n.), socialization (n.)","To interact with others, especially personally, informally and off the clock rather than formally and officially.｜與他人互動，尤指個人、非正式地在工作時間之外，而非正式官方地",New students are encouraged to socialize with their classmates during the first week of orientation.,socialize at party; socialize with children; socialize at lunch,C2
Sociology,/ˌsoʊsiˈɑlədʒi/,n. [U],no changes,"sociologist (n.), sociological (adj.)",the study and classification of human societies｜人類社會的研究與分類,"The course introduced students to the central debates in sociology, from class and inequality to identity.",sociology of knowledge; sociology of translation; new sociology,C2
Socialist,/ˈsoʊʃələst/,adj.,no changes,socialism (n.),"Of, relating to, supporting, or advocating socialism.｜關於、支持或倡導社會主義的",Anarchism is described as being part of the libertarian wing of the socialist movement (libertarian socialism).,socialist movement; socialist systems; socialist countries,C2
Solidarity,/ˌsɑləˈdɛɹəti/,n. [U],no changes,None,"A bond of unity or agreement between individuals, united around a common goal or against a common enemy, such as the unifying principle that defines the labor movement; mutual support within a group.｜個人之間因共同目標或對抗共同敵人而團結一致的結合，如定義勞工運動的統一原則；團體內的相互支持","The basic principles of anarcho-syndicalism are direct action, workers' solidarity and workers' self-management.",group solidarity; show solidarity; socialist solidarity,C2
Solemn,/ˈsɑləm/,adj.,"solemn, more solemn, most solemn","solemness (n.), solemnity (n.)","Serious, dignified, and not cheerful, often because of importance or sadness.｜嚴肅、莊重且不愉快的，常因重要性或悲傷",The judge spoke in a solemn voice as she read the verdict to the packed courtroom.,solemn obligation; solemn whisper; solemn fashion,C2
Sorrowful,/ˈsɑɹoʊfəl/,adj.,"sorrowful, more sorrowful, most sorrowful",sorrowfulness (n.),"feeling, showing, or causing deep sadness or grief｜感到悲傷或憂傷的；表現出或引起深深悲傷或哀痛的","When Josiah hears the laws which have been broken, he becomes sorrowful and sends a delegation to the prophetess Huldah to ask what to do.",sorrowful expression; sorrowful farewell; sorrowful song,C2
Solitude,/ˈsɑləˌtud/,n. [U],no changes,None,"Aloneness; the state of being alone, solitary, or by oneself.｜孤獨；獨處的狀態","Although it has been said ""not since Adam has any human known such solitude"", Collins felt very much a part of the mission.",quiet solitude; embrace solitude; seek solitude,C2
Sovereign,/ˈsɑvɹən/,adj.,"sovereign, more sovereign, most sovereign",None,Exercising power of rule.｜行使統治權力的,We show how emotions extracted from macroeconomic news can be used to explain and forecast future behaviour of sovereign bond yield spreads in Italy and Spain.,sovereign country; sovereign nation; sovereign debt,C2
Solitary,/ˈsɑləˌtɛɹi/,adj.,"solitary, more solitary, most solitary",solitariness (n.),Living or being by oneself; alone; having no companion present｜獨自生活或存在的；孤獨的；無同伴在場的,"In organizations, this strategy might take the form of withdrawing from social interactions or taking on more solitary tasks.",solitary confinement; solitary experience; solitary animals,C2
Soothe,/ˈsuð/,v.,"soothe, soothes, soothed, soothed, soothing",None,"To restore to ease, comfort, or tranquility; relieve; calm; quiet; refresh.｜使恢復舒適、安寧或平靜；緩解；安撫；使冷靜；使振作",A cup of warm tea before bed can soothe a sore throat and help you relax.,soothe a child; soothe hurt feelings; soothe oneself,C2
Sparrow,/ˈspɛɹoʊ/,n.,"sparrow, sparrows",None,any of several small dull-colored singing birds feeding on seeds or insects｜任何幾種以種子或昆蟲為食的小型顏色暗淡的鳴禽,"A small sparrow hopped along the garden path, searching for crumbs among the fallen leaves.",sparrow hawk; house sparrow; flock of sparrows,C2
Splendor,/ˈsplɛndɚ/,n. [U],no changes,None,"Great light, luster or brilliance.｜壯麗的光輝、光澤或光彩",Tourism became popular after World War II when military personnel stationed in the region returned home praising its natural splendor.,imperial splendor; splendor in court; in splendor,C2
Spectacle,/ˈspɛktəkəl/,n.,"spectacle, spectacles",spectacular (adj.),"An exciting or extraordinary scene, exhibition, performance etc.｜激動人心或非凡的場面、展覽、表演等",Triumphs differed hugely in scale and spectacle.,great spectacle; big spectacle; create spectacle,C2
Spacecraft,/ˈspeɪsˌkɹæft/,n.,"spacecraft, spacecraft",None,"a craft capable of traveling in outer space; technically, a satellite around the sun｜能夠在外太空航行的飛行器；嚴格來說是繞太陽運行的衛星",Engineers monitored the spacecraft's trajectory around the clock to detect any deviation from its planned orbit.,crewed spacecraft; unmanned spacecraft; launch a spacecraft,C2
Spiral,/ˈspaɪɹəl/,n.,"spiral, spirals",None,"A curve or shape that winds outward or inward from a central point, continuously changing direction.｜從中心點向外或向內盤繞的曲線或形狀，持續改變方向","The smoke rose from the chimney in a slow, widening spiral against the evening sky.",perfect spiral; downward spiral; tight spiral,C2
Sportsman,/ˈspɔɹtsmən/,n.,"sportsman, sportsmen",sportsmanship (n.),someone who engages in sports｜從事運動的人,"Since 1999, the city of Amsterdam honours the best sportsmen and women at the Amsterdam Sportsman of the year.",keen sportsman; seasoned sportsman; true sportsman,C2
Sportsmanship,/ˈspɔɹtsməˌnʃɪp/,n. [U],no changes,sportsman (n.),"The good attitude/behaviour displayed by players of a game; fairness, determination, magnanimity, courtesy towards opponents, and winning or losing gracefully.｜運動員在比賽中表現出的良好態度或行為；公平、決心、寬宏大量、對對手的禮貌，以及優雅地獲勝或失敗",Good sportsmanship is an integral part of curling.,good sportsmanship; show sportsmanship; spirit of sportsmanship,C2
Spontaneous,/spɑˈnteɪniəs/,adj.,"spontaneous, more spontaneous, most spontaneous","spontaneity (n.), spontaneousness (n.)",Self-generated; happening without any apparent external cause.｜自發的；沒有明顯外部原因而發生的,The crowd's spontaneous applause surprised the nervous speaker.,completely spontaneous; spontaneous combustion; spontaneous interaction,C2
Spokesperson,/ˈspoʊkspɚsən/,n.,"spokesperson, spokespersons",None,an advocate who represents someone else's policy or purpose｜代表他人政策或目的的倡導者,An agency spokesperson said that the organization was engaging in prudent planning for the coming fiscal year.,agency spokesperson; official spokesperson; spokesperson for the company,C2
Span,/ˈspæn/,v.,"span, spans, spanned, spanned, spanning",None,To extend across (a gap or space between two sides).｜跨越（兩側之間的差距或空間）,The bridge spans the river at its narrowest point.,span centuries; span the spectrum; span a distance,C2
Spotlight,/ˈspɑˌtlaɪt/,n.,"spotlight, spotlights",None,a bright directional stage light｜明亮的方向性舞台燈光,A bright spotlight illuminated the singer at center stage.,bright spotlight; under a spotlight; shine a spotlight,C2
Spur,/ˈspɝ/,v.,"spur, spurs, spurred, spurred, spurring",spurring (n.),To stimulate or encourage someone to take action or move faster.｜刺激或鼓勵某人採取行動或加快速度,The rapid evolution of sensors and resource-efficient machine learning models has spurred the widespread adoption of wearable fitness tracking devices.,spur research; spur companies; spur race,C2
Stagger,/ˈstæɡɚ/,v.,"stagger, staggers, staggered, staggered, staggering",staggerer (n.),"To sway unsteadily, reel, or totter.｜不穩地搖擺、蹣跚或搖晃",The injured runner began to stagger toward the finish line.,stagger forward; stagger under the weight; begin to stagger,C2
Statesman,/ˈsteɪtsmən/,n.,"statesman, statesmen","statesmanly (adj.), statesmanship (n.)",a man who is a respected leader in national or international affairs｜在國家或國際事務中受尊敬的領導人,The elder statesman used his decades of experience to mediate the delicate peace negotiations.,elderly statesman; elder statesman; great statesman,C2
Starvation,/stɑˈɹveɪʃən/,n. [U],no changes,starve (v.),A condition of severe suffering due to a lack of nutrition.｜因缺乏營養而導致嚴重痛苦的狀況,"Drawing from cognitive neuroscience, we map agentic architectures to human analogs, enabling early detection of fatigue, starvation, and role collapse.",die of starvation; risk of starvation; starvation conditions,C2
Staple,/ˈsteɪpəl/,n.,"staple, staples",stapler (n.),"A basic or main item, especially of food, regularly used or produced in large quantities.｜基本或主要的物品，尤指食物，經常使用或大量生產的。","Countries with less fiscal capacity had lower yields of staple crops, including maize, rice, and wheat.",key staple; staple diet; staple in diet,C2
Stabilize,/ˈsteɪbəˌlaɪz/,v.,"stabilize, stabilizes, stabilized, stabilized, stabilizing","stabilizer (n.), stabilization (n.)",make stable and keep from fluctuating or put into an equilibrium｜使穩定，防止波動或使恢復平衡。,The central bank stepped in to stabilize the currency before it fell any further.,stabilize table; stabilize prices; stabilize situation,C2
Stationery,/ˈsteɪʃəˌnɛɹi/,n. [U],no changes,None,paper cut to an appropriate size for writing letters; usually with matching envelopes｜裁切成適合書信尺寸的紙張；通常附有相配的信封。,The team ordered personalized stationery for its official correspondence.,personalized stationery; office stationery; stationery supplies,C2
Stature,/ˈstætʃɚ/,n. [U],no changes,None,"a person's or thing's level of importance or reputation; also, physical height｜一個人或事物的地位或聲譽；也指身高。",It is the only festival of its stature that is free to the public.,international stature; gain stature; person of stature,C2
Stepmother,/ˈstɛˌpmʌðɚ/,n.,"stepmother, stepmothers",None,the wife of your father by a subsequent marriage｜父親再婚後的妻子。,"Abraham became close to his stepmother and called her ""Mama"".",wicked stepmother; loving stepmother; live with a stepmother,C2
