word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Bond,/ˈbɑnd/,n.,"bond, bonds",bondable (adj.),"a close connection between people, or a financial certificate representing a loan｜人與人之間的緊密聯繫，或代表貸款的金融憑證",This paper examines the effect of the political network of Chinese municipal leaders on the pricing of municipal corporate bonds.,tight bond; puerto rican bond; special bond,B2
Bounce,/ˈbaʊns/,v.,"bounce, bounces, bounced, bounced, bouncing","bouncy (adj.), bouncer (n.)",spring back; spring away from an impact｜彈回；受到撞擊後彈開,The ball bounced off the wall and rolled under the table.,bounce back; ball bounces; bounce off,B2
Bulletin,/ˈbʊlɪtən/,n.,"bulletin, bulletins",None,a short official news report｜簡短的官方新聞報導,The radio station broadcast a short news bulletin every hour.,bulletin board; news bulletin; local bulletin,B2
Broke,/ˈbɹoʊk/,adj.,no changes,None,lacking funds｜缺乏資金,He was completely broke after paying the unexpected bill.,flat broke; completely broke; go broke,B2
Brutal,/ˈbɹutəl/,adj.,"brutal, more brutal, most brutal","brutally (adv.), brutality (n.)",(of persons or their actions) able or disposed to inflict pain or suffering｜（指人或其行為）能夠或傾向於施加痛苦或苦難,"The world had fought a brutal world war that was fought with new weapons that were powered by this new important substance, oil.",pretty brutal; brutal campaign; absolutely brutal,B2
Cabinet,/ˈkæbənət/,n.,"cabinet, cabinets",None,a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display｜一種像櫥櫃的家具，有門、架子和抽屜；用於儲存或展示,The plates are stored in the kitchen cabinet.,medicine cabinet; cabinet door; kitchen cabinet,B2
Cane,/ˈkeɪn/,n.,"cane, canes",None,a stick that people can lean on to help them walk｜人們用來輔助行走的棍子,The elderly man walked with a wooden cane.,walking cane; use a cane; lean on a cane,B2
Calculate,/ˈkælkjəˌleɪt/,v.,"calculate, calculates, calculated, calculated, calculating","calculus (n.), calculable (adj.), calculator (n.), calculation (n.), calculative (adj.)",make a mathematical calculation or computation｜進行數學計算,"Using dyadic representations elaborated from vectors of Jones, and calculating relations of anti-commutation of these tensorial forms, we obtain in shape explicit the Pauli spin matrices.",calculate risks; automatically calculate; calculate relations,B2
Canoe,/kəˈnu/,n.,"canoe, canoes",canoeist (n.),small and light boat; pointed at both ends; propelled with a paddle｜輕巧的小船；兩端尖銳；用槳划行,"If the flow is a river, it’s the difference between sitting in a canoe, following its path (Lagrangian), and standing on a bridge, looking down (Eulerian).",second canoe; canoe following; canoe sprint world,B2
Campaign,/kæˈmpeɪn/,n.,"campaign, campaigns",campaigner (n.),"an organized series of actions intended to achieve a political, social, commercial, or military goal｜為實現政治、社會、商業或軍事目標而組織的一系列行動",It's a pressure campaign that comes after a bombing campaign they called Epic Fury.,brutal campaign; run a campaign; election campaign,B2
Calculation,/ˌkælkjəˈleɪʃən/,n.,"calculation, calculations",calculate (v.),the procedure of calculating; determining something by mathematical or logical methods｜計算過程；通過數學或邏輯方法確定某事,Look at the calculation on the Democratic side.,expected utility calculation; power calculation; anatomical calculation,B2
Cargo,/ˈkɑˌɹɡoʊ/,n.,"cargo, cargoes",None,goods carried by a large vehicle｜由大型交通工具運輸的貨物,The joint military strikes were a response to nearly two months of attacks by the Iran-backed Houthis movement on cargo ships in the Red Sea.,cargo pants; carry cargo; cargo ship,B2
Candidate,/ˈkændədeɪt/,n.,"candidate, candidates",None,a politician who is running for public office｜競選公職的政治人物,"Colbert mocked the feud between the candidate and the Pope, stating that the pontiff had effectively read him for filth.",centrist candidate; own candidate; future candidate,B2
Calorie,/ˈkælɚi/,n.,"calorie, calories",caloric (adj.),a unit used to measure the amount of energy that food provides to the body｜用於測量食物為身體提供能量的單位,And that allows me to take in the protein I need without consuming excess calories.,calorie-restricted diet; reduce calories; count calories,B2
Catalogue,/ˈkætəˌlɔɡ/,n.,"catalogue, catalogues","cataloger (n.), cataloguer (n.)",a complete list of things; usually arranged systematically｜事物的完整列表；通常有系統地排列,The museum published a detailed catalogue of its ancient coin collection.,wonderful catalogue; fake shoe catalogue; construct a catalogue,B2
Capitalist,/ˈkæpətələst/,n.,"capitalist, capitalists","capital (n.), capitalism (n.)",a person who invests money in businesses to make a profit; relating to capitalism｜投資企業以獲利的個人；與資本主義相關,"After I introduced Horse Tinder a few weeks ago, venture capitalists have been stampeding to fund it.",capitalist economies; capitalist exploit; capitalist versus,B2
Capacity,/kəˈpæsəti/,n. [U],no changes,"capacious (adj.), capacitate (v.)",capability to perform or produce｜執行或生產的能力,The category of Valuing Non-Sentients describes AI agents that possess the ability to value outcomes without the biological capacity to feel pain.,r d capacity; industrial capacity; business capacity,B2
Carve,/ˈkɑɹv/,v.,"carve, carves, carved, carved, carving","carver (n.), carving (n.)",to cut a material such as wood or stone to make an object or shape｜切割木頭、石頭等材料以製作物體或形狀,The artist used a sharp knife to carve a small bird from a block of wood.,carve a statue; carve into wood; carve a shape,B2
Cease,/ˈsis/,v.,"cease, ceases, ceased, ceased, ceasing","ceaseless (adj.), ceaselessly (adv.)",put an end to a state or an activity｜終止某種狀態或活動,The factory will cease operations at the end of the month.,cease operations; cease immediately; cease to exist,B2
Championship,/ˈtʃæmpiəˌnʃɪp/,n.,"championship, championships",None,a competition to decide a champion; the title or status of being champion｜決定冠軍的競賽；冠軍的頭銜或地位,The team reached the national championship for the first time.,win a championship; national championship; championship match,B2
Celebration,/ˌsɛləˈbɹeɪʃən/,n.,"celebration, celebrations",celebrate (v.),a joyful occasion for special festivities to mark some happy event｜為慶祝某件好事而舉行的歡樂場合,The victory was followed by a joyful celebration in the town square.,joyful celebration; birthday celebration; hold a celebration,B2
Carrier,/ˈkæɹiɚ/,n.,"carrier, carriers",carry (v.),a company or person that moves goods or people from one place to another｜將貨物或人從一處運送到另一處的公司或個人,The shipping carrier delivered all of our packages a day earlier than expected.,a shipping carrier; an air carrier; a mail carrier,B2
Category,/ˈkætəˌɡɔɹi/,n.,"category, categories","categoric (adj.), categorial (adj.), categorize (v.), categorical (adj.)",a collection of things sharing a common attribute｜具有共同屬性的事物集合,The category of Valuing Non-Sentients describes AI agents that possess the ability to value outcomes without the biological capacity to feel pain.,third category; last category; moral category,B2
Cherish,/ˈtʃɛɹɪʃ/,v.,"cherish, cherishes, cherished, cherished, cherishing",None,be fond of; be attached to｜喜愛；珍視,She will always cherish the memories of her childhood home.,cherish memories; deeply cherish; cherish family,B2
Charity,/ˈtʃɛɹɪti/,n.,"charity, charities",None,a foundation created to promote the public good (not for assistance to any particular individuals)｜為促進公共利益而創立的基金會（非為幫助特定個人）,"Credit card companies, despite their best efforts to appear otherwise, are not charities for rich people.",take charity; great charity; great straightforward charity,B2
Chamber,/ˈtʃeɪmbɚ/,n.,"chamber, chambers",None,a natural or artificial enclosed space｜自然或人造的封閉空間,The senator delivered her speech on the floor of the upper chamber.,upper chamber; magma chamber; gas chamber,B2
Characteristic,/ˌkɛɹəktɚˈɪstɪk/,n.,"characteristic, characteristics",character (n.),a typical quality or feature that makes a person or thing different from others｜使人或事物與他人不同的典型特質或特徵,Patience is the most important characteristic of a good teacher.,a key characteristic; physical characteristics; a common characteristic,B2
Chorus,/ˈkɔɹəs/,n.,"chorus, choruses","choral (adj.), choric (adj.)",a group singing together; the repeated section of a song｜合唱團；歌曲中重複的部分,Everyone joined in when the song reached the chorus.,song chorus; sing the chorus; repeated chorus,B2
Chemistry,/ˈkɛməstɹi/,n. [U],no changes,"chemic (adj.), chemist (n.), chemical (adj.)",the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions｜物質的科學；自然科學中研究物質組成、性質及反應的分支,This work illustrates how target free search can significantly increase the rate of unpredictable observations leading to new discoveries with potential applications in formulation chemistry.,blood chemistry; study chemistry; body chemistry,B2
Chew,/ˈtʃu/,v.,"chew, chews, chewed, chewed, chewing","chewy (adj.), chewer (n.), chewing (n.)",chew (food); to bite and grind with the teeth｜咀嚼食物；用牙齒咬碎,He sat quietly and chewed a piece of bread while waiting for his order.,chew gum; chew through battery; big bone chew,B2
Circulation,/ˈsɝkjəˌleɪʃən/,n.,"circulation, circulations",circulate (v.),the movement of blood or fluid through a system; the distribution of publications or money｜血液或液體在系統中的流動；出版物或貨幣的流通,"It seems that it's the improvements in blood flow that also relate to improvements in things lymphatic flow, the circulation of lymph fluid within the brain that are enhancing neurogenesis.",blood circulation; improve circulation; circulation of blood,B2
Choke,/ˈtʃoʊk/,v.,"choke, chokes, choked, choked, choking","choker (n.), choking (n.)","breathe with great difficulty, as when experiencing a strong emotion｜呼吸困難，如情緒激動時",He began to choke after swallowing the food too quickly.,choke on food; choke off supply; strategic choke point,B2
Circular,/ˈsɝkjəlɚ/,adj.,"circular, more circular, most circular","circle (n.), circulate (v.), circularise (v.), circularity (n.), circularize (v.)",having a circular shape｜呈圓形,The architect designed a circular room with windows on every side.,circular shape; circular table; circular path,B2
Circulate,/ˈsɝkjəˌleɪt/,v.,"circulate, circulates, circulated, circulated, circulating","circle (n.), circular (n.), circulation (n.), circulative (adj.)","to move continuously through a system; to spread information, money, or items among people｜在系統中持續流動；散布資訊、貨幣或物品","And it's also going to depend on whether or not you have food in your gut, what else you happen to have circulating in your bloodstream, etc.",circulate in the bloodstream; circulate through the economy; widely circulated,B2
Civilian,/səˈvɪljən/,n.,"civilian, civilians",None,a nonmilitary citizen｜非軍事人員的平民,These strikes hit civilian targets a school and a bus station with hundreds of casualties.,civilian deaths; normal civilian; dead civilian,B2
Circumstance,/ˈsɝkəmˌstæns/,n.,"circumstance, circumstances",circumstantial (adj.),a condition that accompanies or influences some event or activity｜伴隨或影響某事件或活動的條件,"Under these circumstances, delaying the launch was the safest choice.",under the circumstances; difficult circumstances; special circumstances,B2
Clash,/ˈklæʃ/,v.,"clash, clashes, clashed, clashed, clashing",None,"to collide with force; to conflict strongly in ideas, interests, or style｜用力碰撞；在理念、興趣或風格上激烈衝突",Digital nomadism remains a privilege-based mobility that can create social tension when cosmopolitan identities clash with local economic realities.,clash with; clash over; ideas clash,B2
Civilization,/ˌsɪvəlɪˈzeɪʃən/,n.,"civilization, civilizations",civilize (v.),"a society in an advanced state of social development (e.g., with complex legal and political and religious organizations)｜處於社會發展高級階段的社會（如擁有複雜的法律、政治和宗教組織）","Natural selection has accelerated in recent history, shaping genes related to the immune system as ancient civilizations emerged.",technological civilization; advanced civilization; civilization everywhere,B2
Clumsy,/ˈklʌmzi/,adj.,"clumsy, clumsier, clumsiest","clumsily (adv.), clumsiness (n.)",lacking grace in movement or posture｜動作或姿勢缺乏優雅,And I was a really clumsy human being who had no sense of where my hips were.,often clumsy; clumsy way; clumsy human,B2
Classify,/ˈklæsəˌfaɪ/,v.,"classify, classifies, classified, classified, classifying","class (n.), classifier (n.), classification (n.), classificatory (adj.)",arrange or order by classes or categories｜按類別排列或排序,Six modes of self-propelled droplets motion were identified and classified using a time-temperature phase diagram and probed using a variety of techniques including NMR.,classify information; automatically classify; classify several families,B2
Cliff,/ˈklɪf/,n.,"cliff, cliffs",None,a steep high face of rock｜陡峭的高岩壁,The hikers stopped at the cliff edge to admire the wide valley spread out below.,cliff effects; cliff face; sheer cliff,B2
Clarify,/ˈklɛɹəˌfaɪ/,v.,"clarify, clarifies, clarified, clarified, clarifying",clarification (n.),make clear and (more) comprehensible｜使清晰且更易理解,A prerequisite for examining the latter is to clarify some epistemological milestones regarding the cognitive status we can attribute to its phenomenology.,clarify a question; results clarify; help clarify,B2
Coarse,/ˈkɔɹs/,adj.,"coarse, coarser, coarsest",coarseness (n.),of textures that are rough to the touch or substances consisting of relatively large particles｜質地粗糙的，或由較大顆粒組成的物質,"You keep the dynamic physics-based movement on each strand on both modes, but you'll notice that the frame rate mode reverts to a coarser look with lower quality lighting.",coarse texture; coarse material; coarse language,B2
Classification,/ˌklæsəfəˈkeɪʃən/,n.,"classification, classifications",classify (v.),the act of distributing things into classes or categories of the same type｜將事物分門別類的行為,Classification of targets by radar has proved to be notoriously difficult with the best systems still yet to attain sufficiently high levels of performance and reliability.,official classification; nearly equivalent classification; various classifications,B2
Claw,/ˈklɔ/,n.,"claw, claws",None,sharp curved horny process on the toe of a bird or some mammals or reptiles｜鳥類或某些哺乳動物、爬行動物腳趾上鋒利的彎曲角狀突起,The eagle held the fish tightly in its sharp claws.,sharp claw; metal claw; open claw,B2
Collapse,/kəˈlæps/,v.,"collapse, collapses, collapsed, collapsed, collapsing",collapsible (adj.),"break down, literally or metaphorically｜崩潰，不論是字面上或比喻上",The damaged roof collapsed during the storm.,building collapses; collapse suddenly; economy collapses,B2
Commander,/kəˈmændɚ/,n.,"commander, commanders","command (v.), commandership (n.)",an officer in command of a military unit｜指揮軍事單位的軍官,And that language of human in the loop is really interesting because you have a lot of military commanders then and since saying we will always have a human in the loop.,senior commander; code age commander; local commander,B2
Code,/ˈkoʊd/,n.,"code, codes",coder (n.),a set of rules or laws that people must follow｜人們必須遵守的一套規則或法規,The building code requires a fire exit on every floor.,building code; dress code; code of conduct,B2
Combination,/ˌkɑmbəˈneɪʃən/,n.,"combination, combinations","combine (v.), combinatorial (adj.)",a collection of things that have been combined; an assemblage of separate parts or qualities｜事物的集合；不同部分或特性的組合,Results of the present study show evidence of significant emotional valence behaviour differences between some age ranges and gender combinations.,rare combination; weird combination; color combination,B2
Commerce,/ˈkɑmɚs/,n. [U],no changes,commercial (adj.),transactions (sales and purchases) having the objective of supplying commodities (goods and services)｜以供應商品（貨物和服務）為目的的交易（銷售和購買）,We will not hesitate to defend lives and the free flow of commerce.,commerce expert; mutual commerce; regarding interstate commerce,B2
Comment,/ˈkɑmɛnt/,n.,"comment, comments","commentary (n.), commentate (v.)",a statement that expresses a personal opinion or belief or adds information｜表達個人意見、信念或補充資訊的言論,"Okay guys, under nearly every video that I make about web servers or reverse proxies, I always get this one comment.",leave comments; make a comment; in the comments,B2
Comedy,/ˈkɑmədi/,n.,"comedy, comedies",None,light and humorous drama with a happy ending｜輕鬆幽默且以快樂結局收場的戲劇,I wasn't going to let nobody get in my way because that's how much I loved comedy.,dark comedy; comedy heroes; comedy festival,B2
Commit,/kəˈmɪt/,v.,"commit, commits, committed, committed, committing","commitment (n.), committed (v.)","perform an act, usually with a negative connotation｜執行一個行為，通常帶有負面含義","Hamas is a violent extremist group known to commit heinous violence against civilians in Israel, and they were now in power.",commit murder; commit fraud; commit cannibalism,B2
Colleague,/ˈkɑliɡ/,n.,"colleague, colleagues",collegial (adj.),an associate that one works with｜與自己共事的人,She sent a message to her colleague asking for help with the presentation slides.,senior colleague; close colleague; former colleague,B2
Communication,/kəˌmjunəˈkeɪʃən/,n. [U],no changes,"communicate (v.), communicational (adj.)",the activity of communicating; the activity of conveying information｜溝通的活動；傳遞資訊的活動,Linguistic hybridization is becoming the dominant mode of professional communication in virtual workspaces across the globe.,communication strategies; communication skills; communication whether,B2
Companion,/kəˈmpænjən/,n.,"companion, companions",companionship (n.),a friend who is frequently in the company of another｜經常與人相伴的朋友,"Modern AI companions utilize comprehensive memory to reference previous sessions, which significantly improves the therapeutic alliance.",imaginary companion; constant companion; faithful companion,B2
Composer,/kəˈmpoʊzɚ/,n.,"composer, composers",compose (v.),someone who composes music as a profession｜以作曲為職業的人,The composer wrote music for several award-winning films.,great composer; film composer; classical composer,B2
Community,/kəˈmjunəti/,n.,"community, communities",communal (adj.),a group of people living in a particular local area｜住在特定地區的一群人,The new park was designed to bring the local community together for outdoor events.,international community; community project; local community,B2
Competition,/ˌkɑmpəˈtɪʃən/,n. [U],no changes,compete (v.),a business relation in which two parties compete to gain customers｜商業關係中雙方為爭取顧客而競爭,"Even if it doesn't mean a dramatic decrease in prices, more competition is a good thing.",actual competition; novice competition; insane competition,B2
Competitive,/kəˈmpɛtətɪv/,adj.,"competitive, more competitive, most competitive","compete (v.), competitiveness (n.)",involving competition or competitiveness｜涉及競爭或具有競爭性的,The company operates in a highly competitive market.,competitive market; competitive sport; highly competitive,B2
Competitor,/kəˈmpɛtətɚ/,n.,"competitor, competitors",compete (v.),the contestant you hope to defeat｜你希望擊敗的參賽者,The new café became a serious competitor to the established bakery across the street.,weaker competitor; hurdles competitor; main competitor,B2
Complicate,/ˈkɑmpləˌkeɪt/,v.,"complicate, complicates, complicated, complicated, complicating",complication (n.),to make something more difficult to do or understand｜使某事物更難做或理解,Adding too many new rules will only complicate the simple process even further.,complicate matters; complicate the situation; further complicate,B2
Compose,/kəˈmpoʊz/,v.,"compose, composes, composed, composed, composing","composer (n.), component (n.), composing (n.), composure (n.), compositor (n.), composition (n.)",to create music or writing; to form or make up something｜創作音樂或文章；組成或構成,She sat at the piano each evening to compose original music for the school concert.,compose music; compose a song; compose for an orchestra,B2
Concentrate,/ˈkɑnsənˌtɹeɪt/,v.,"concentrate, concentrates, concentrated, concentrated, concentrating",concentration (n.),to focus attention or effort; to make a substance stronger or denser｜集中注意力或精力；使物質更強或更濃,It is difficult to concentrate in an office where everyone is talking at once.,concentrate on; concentrate fully; difficult to concentrate,B2
Composition,/ˌkɑmpəˈzɪʃən/,n.,"composition, compositions",compose (v.),the spatial property resulting from the arrangement of parts in relation to each other and to the whole｜各部分與整體及相互之間的空間關係,"Over the last few centuries, human intervention, invasive species, and climate warming have drastically affected the composition and health of Mediterranean ecosystems on almost every continent.",composition box; message composition; frequency composition,B2
Concentration,/ˌkɑnsənˈtɹeɪʃən/,n.,"concentration, concentrations",concentrate (v.),the strength of a solution; number of molecules of a substance in a given volume｜溶液的濃度；單位體積中物質的分子數,And this is interesting because this is a copper tripeptide that has been found to decrease in expression and concentration as we age.,customer concentration; market concentration; high concentration,B2
Concerning,/kəˈnsɝnɪŋ/,adj.,no changes,None,causing worry or anxiety; alarming｜引起擔憂或焦慮的；令人不安的,Cannabis use is probably the most concerning thing that I see in clinical practice.,deeply concerning; highly concerning; concerning trend,B2
Conductor,/kəˈndʌktɚ/,n.,"conductor, conductors",conduct (v.),the person who leads a musical group｜領導樂團的人,But the brain ultimately appears to be the conductor of this orchestra of physiology and metabolism.,ideal conductor; inner conductor; orchestra conductor,B2
Confusion,/kənˈfjuʒən/,n. [U],no changes,confuse (v.),disorder resulting from a failure to behave predictably｜因行為不可預測而造成的混亂,"When you have conceptual clarity, I think there's less confusion.",confusion anxiety; reduce confusion; cause confusion,B2
Concept,/ˈkɑnsɛpt/,n.,"concept, concepts",conceptual (adj.),an abstract or general idea inferred or derived from specific instances｜從具體實例推斷或得出的抽象概念,The design concept of soft fascination uses specific spatial geometries to help the human brain recover from intense digital fatigue.,core concept; whole concept; general concept,B2
Concrete,/kənˈkɹit/,adj.,"concrete, more concrete, most concrete","concretion (n.), concreteness (n.)",capable of being perceived by the senses; not abstract or imaginary｜能夠被感官知覺的；具體的而非抽象的,The team laid out a concrete plan with specific steps and clear deadlines.,roman concrete; giant concrete; concrete examples,B2
Confess,/kəˈnfɛs/,v.,"confess, confesses, confessed, confessed, confessing","confessor (n.), confession (n.)","confess to a punishable or reprehensible deed, usually under pressure｜通常在壓力下承認應受懲罰或不當的行為",He was reluctant to confess that he had made an error in the financial report.,confess a crime; confess the truth; reluctant to confess,B2
Consequent,/ˈkɑnsəkwənt/,adj.,"consequent, more consequent, most consequent",consequence (n.),following or accompanying as a consequence｜作為結果而隨之發生的,"Moreover, the often highly overlapping gene sets and the consequent low interpretability of gene sets' collections demand for a reduction of the included gene sets.",consequent loss; consequent damage; direct and consequent,B2
Confidence,/ˈkɑnfədəns/,n. [U],no changes,"confide (v.), confident (adj.), confidential (adj.)",freedom from doubt; belief in yourself and your abilities｜沒有懷疑；相信自己和自身能力,Regular practice gave her the confidence to speak in front of a large audience.,confidence comes; real confidence; complete confidence,B2
Conference,/ˈkɑnfɚəns/,n.,"conference, conferences",confer (v.),a large formal meeting where people discuss a topic｜人們討論議題的大型正式會議,The annual conference brought together educators from across the region.,press conference; annual conference; attend conference,B2
Congratulate,/kənˈɡɹætʃəˌleɪt/,v.,"congratulate, congratulates, congratulated, congratulated, congratulating","congratulation (n.), congratulatory (adj.)",say something to someone that expresses praise｜對某人說出表揚的話,"I've got to also congratulate you, Alex, for doing a effective presentation there while working out.",genuinely congratulate; congratulate yourselves; warmly congratulate,B2
Conscience,/ˈkɑnʃəns/,n.,"conscience, consciences",conscientious (adj.),motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions｜源自支配人思想和行為的道德或倫理原則的動機,"Throughout the show, Matt leaned on his faith, questioning his own conscience, and delving into morality and justice through conversations with Karen, Jessica or even Dex.",islam conscience; own conscience; clean conscience,B2
Conquer,/ˈkɑŋkɚ/,v.,"conquer, conquers, conquered, conquered, conquering","conqueror (n.), conquering (n.)",to put down by force or authority｜用武力或權威鎮壓,"You're not trying to conquer your body, but you do need to nudge it and sometimes push it.",conquer territory; conquer fear; conquer enemies,B2
Consequence,/ˈkɑnsəkwəns/,n.,"consequence, consequences","consequent (adj.), consequential (adj.)",a phenomenon that follows and is caused by some previous phenomenon｜後果；結果,"As a consequence of these fires, a large number of structures are destroyed, releasing household chemicals into the environment as uncontrolled toxins.",logical consequence; downstream consequence; catastrophic consequence,B2
Constitute,/ˈkɑnstəˌtut/,v.,"constitute, constitutes, constituted, constituted, constituting","constituent (adj.), constitution (n.)",form or compose｜構成；組成,The committee's bylaws constitute the primary legal framework for all decisions.,environmental fluctuations constitute; article constitute; constitute progress,B2
Congress,/ˈkɑŋɡɹəs/,n.,"congress, congresses",None,the legislature of the United States government｜美國國會,Congress even held hearings and quoted song lyrics.,member of congress; address congress; act of congress,B2
Constitution,/ˌkɑnstəˈtuʃən/,n.,"constitution, constitutions","constitute (v.), constitutionalize (v.)",law determining the fundamental political principles of a government｜憲法,"It creates a constitution meant to balance the power between all of these religious groups, but that balance wouldn't last.",violate constitution; new constitution; amend constitution,B2
Constructive,/kənsˈtɹʌktɪv/,adj.,"constructive, more constructive, most constructive",constructiveness (n.),constructing or tending to construct or improve or promote development｜建設性的；有助益的,Her constructive feedback helped the team improve the design before the launch.,constructive solid geometry; constructive comments; constructive thing,B2
Conservative,/kəˈnsɝvətɪv/,adj.,"conservative, more conservative, most conservative",conservativism (n.),resistant to change｜保守的；守舊的,"It's possible that this is a more conservative spin on the returnal system, or perhaps it uses a more conventional layout system altogether.",conservative approach; conservative movement; conservative voices,B2
Consistent,/kəˈnsɪstənt/,adj.,"consistent, more consistent, most consistent","consistently (adv.), consistency (n.)",always behaving or happening in the same way｜一致的；穩定的,"When we aren't getting great sleep on a consistent basis, everything suffers.",pretty consistent; really consistent; remain consistent,B2
Consist,/kəˈnsɪst/,v.,"consist, consists, consisted, consisted, consisting","consistence (n.), consistency (n.)",to be composed or made up of particular parts; to have a basis in something｜由...組成；基於,"To the best of our knowledge, this work presents the first demonstration of successfully training deep RL agents in the real world using observations that exclusively consist of tactile images.",consist of parts; consist mainly of; consist entirely of,B2
Construct,/kənsˈtɹʌkt/,v.,"construct, constructs, constructed, constructed, constructing","constructor (n.), construction (n.)",make by combining materials and parts｜建造；構建,Workers constructed a temporary bridge across the river.,construct a building; construct a model; carefully construct,B2
Construction,/kənsˈtɹʌkʃən/,n.,"construction, constructions",construct (v.),the act of constructing something｜建造；建築,Our results indicate that convolutional autoencoders may provide an effective platform for the construction of surrogate climate models.,construction company; begin construction; construction site,B2
Consultant,/kəˈnsʌltənt/,n.,"consultant, consultants","consult (v.), consultancy (n.)",an expert who gives advice｜顧問,"And when he went into elected office, which is a part-time legislature, he then became a consultant for charter schools.",management consultant; senior consultant; independent consultant,B2
Consult,/kəˈnsʌlt/,v.,"consult, consults, consulted, consulted, consulting","consultant (n.), consultive (adj.), consultation (n.), consultative (adj.), consultatory (adj.)",get or ask advice from｜諮詢；請教,The architect decided to consult an engineer before finalising the structural design.,consult fees; consult congress; consult someone,B2
Contest,/ˈkɑntɛst/,n.,"contest, contests","contestee (n.), contester (n.), contestable (adj.), contestation (n.)",an occasion on which a winner is selected from among two or more contestants｜競賽；比賽,"After all, Beijing is certainly not trying to win a global popularity contest when it comes to Taiwan — domestic Chinese legitimacy is all that matters.",drinking contest; global popularity contest; enter a contest,B2
Content,/ˈkɑntɛnt/,n. [U],no changes,"contain (v.), contentment (n.)",everything that is included in a collection and that is held or included in something｜內容；所含之物,"Generative AI has transitioned from simple content generation to autonomous orchestration, where multimodal reasoning serves as the core cognitive engine for complex, real-world problem solving.",emotional content; japanese content; fab content,B2
Container,/kəˈnteɪnɚ/,n.,"container, containers","contain (v.), containerise (v.), containerize (v.)",an object used to hold or store things｜容器,He poured the leftover soup into a plastic container and stored it in the fridge.,container images; container file system; container restart policy,B2
Continual,/kəˈntɪnjuəl/,adj.,"continual, more continual, most continual",continually (adv.),occurring without interruption; chiefly restricted to what recurs regularly or frequently in a prolonged and closely spaced series｜持續的；不斷的,Do you think football would be as entertaining if there wasn't this continual possibility that someone might get hurt.,support for continual; used for continual; method for continual,B2
Consume,/kəˈnsum/,v.,"consume, consumes, consumed, consumed, consuming","consumer (n.), consumable (adj.), consumption (n.), consumptive (adj.)",eat immoderately｜過度食用；大吃,And that allows me to take in the protein I need without consuming excess calories.,consume content; time-consuming; end up consuming,B2
Consumer,/kəˈnsumɚ/,n.,"consumer, consumers",consume (v.),a person who uses goods or services｜消費者,"But this also makes imports to China more expensive, driving up the price of its consumer goods.",consumer confidence; regular consumer; lower income consumer,B2
Context,/ˈkɑntɛkst/,n.,"context, contexts",contextual (adj.),discourse that surrounds a language unit and helps to determine its interpretation｜脈絡；上下文,My dad put things in context when I asked him what he loved the most about watching the production crew in here.,historical context; single context; context windows,B2
Contrary,/ˈkɑntɹɛɹi/,adj.,"contrary, more contrary, most contrary",contrariness (n.),very opposed in nature or character or purpose｜相反的；對立的,"On the contrary, at the time of the alleged takeoff economic growth started to be diverted to a slower trajectory.",contrary view; on the contrary; contrary evidence,B2
Converse,/ˈkɑnvɚs/,v.,"converse, converses, conversed, conversed, conversing",conversation (n.),carry on a conversation｜進行對話,"Where we left off, we were conversing with our chatbot using text.",converse with; converse about; freely converse,B2
Continuous,/kəˈntɪnjuəs/,adj.,"continuous, more continuous, most continuous","continuously (adv.), continuity (n.)",continuing in time or space without interruption｜在時間或空間上持續不間斷,Continuous Glucose Monitors are now standard for endurance athletes to adjust carbohydrate intake in real-time based on metabolic spikes.,continuous loop; challenging continuous; continuous improvement,B2
Convenience,/kəˈnvinjəns/,n.,"convenience, conveniences",convenient (adj.),the state of being suitable or opportune｜便利或適宜的狀態,"Sociologists identify a proximity paradox in fifteen minute cities, where hyper-local convenience may inadvertently lead to social stratification.",convenience stores; for convenience; improving convenience,B2
Contrast,/ˈkɑntɹæst/,n.,"contrast, contrasts","contrasty (adj.), contrastive (adj.)","the opposition or dissimilarity of things that are compared; ,｜被比較事物之間的對立或差異","In contrast to the previous works in quantum- modeling, we proceed in the state-dependent framework; in particular, distributivity, compatibility, and RRE are considered in a fixed mental state.",interesting contrast; greater contrast; big contrast,B2
Contribute,/kənˈtɹɪbjut/,v.,"contribute, contributes, contributed, contributed, contributing","contributor (n.), contribution (n.), contributive (adj.), contributory (adj.)","to give money, time, ideas, or effort; to help cause a result｜提供金錢、時間、想法或努力；有助於產生結果",Several factors contribute to the success of the project.,contribute financially; contribute to growth; contribute back,B2
Contribution,/ˌkɑntɹəˈbjuʃən/,n.,"contribution, contributions",contribute (v.),"something given or supplied; a part played by any person, factor, or process in producing a result｜給予或提供的東西；在產生結果中任何人、因素或過程所扮演的角色","The thermodynamic contribution is robust and well understood, but theoretical understanding of the microphysical and dynamical contributions is still being developed.",main contribution; major contribution; primary contribution,B2
Convey,/kəˈnveɪ/,v.,"convey, conveys, conveyed, conveyed, conveying",conveyance (n.),"make known; pass on, of information｜使知曉；傳達訊息",A simple diagram can often convey a complex idea more clearly than words alone.,necessarily convey; convey sound; convey a message,B2
