"word","ipa","pos","inflections","derivatives","definition","example","collocations","context_type"
"Odds","/ˈɑdz/","n. [U]","no changes","None","the likelihood of a thing occurring rather than not occurring","Against all odds, the small team managed to win the regional championship.","low odds; better odds; at odds","C1"
"Opposition","/ˌɑpəˈzɪʃən/","n. [U]","no changes","oppose (v.)","the action of opposing something that you disapprove or disagree with","The plan met fierce opposition from residents who feared losing their gardens.","opposition groups; direct opposition; political opposition","C1"
"Opponent","/əˈpoʊnənt/","n.","opponent, opponents","oppose (v.)","a person you compete against in a game, fight, or debate","She studied her opponent carefully before the final tennis match.","a tough opponent; beat an opponent; face an opponent","C1"
"Opt","/ˈɑpt/","v.","opt, opts, opted, opted, opting","option (n.), optative (adj.)","select as an alternative over another","Many travellers now opt for slower trains to enjoy the scenery along the way.","opt out; opt in; opt for model","C1"
"Optimism","/ˈɑptəˌmɪzəm/","n. [U]","no changes","optimist (n.), optimistic (adj.)","the optimistic feeling that all is going to turn out well","But no such meaning was found, and the rational, life-affirming optimism of the Age of Enlightenment began to evaporate.","cautious optimism; with optimism; show optimism","C1"
"Originality","/ɚˌɪdʒəˈnælɪti/","n. [U]","no changes","original (adj.)","the ability to think and act independently","Furthermore, it privileges those who know the ERC system well and punishes people who are still learning how to describe the originality of their work in the specific language preferred by the scheme.","ingenuity originality; originality of work; with originality","C1"
"Orchard","/ˈɔɹtʃɚd/","n.","orchard, orchards","None","garden consisting of a small cultivated wood without undergrowth","The property consisted of an orchard, large farmhouse, stable, pigsty, hen-house, and a carriage house, which bordered the Grand River (Ontario).","big orchard; have orchard; good orchard","C1"
"Offering","/ˈɔfɚɪŋ/","n.","offering, offerings","offer (v.)","something offered (as a proposal or bid)","The bakery's latest offering was a rich chocolate cake topped with fresh berries.","cloud service offering; broader offering; cloud offering","C1"
"Operational","/ˌɑpɚˈeɪʃənəl/","adj.","operational, more operational, most operational","None","pertaining to a process or series of actions for achieving a result","Taggart is an expert influence peddler but incapable of making operational decisions on his own.","operational efficiency; operational definitions; operational system","C1"
"Outsider","/aʊˈtsaɪdɚ/","n.","outsider, outsiders","None","someone who is excluded from or is not a member of a group","As a newcomer, she felt like an outsider until her classmates welcomed her warmly.","real outsider; feel outsider; by outsiders","C1"
"Outlet","/ˈaʊˌtlɛt/","n.","outlet, outlets","None","a place of business for retailing goods","Painting gave him a creative outlet for the feelings he found hard to express.","wall outlet; other outlets; into outlets","C1"
"Organism","/ˈɔɹɡəˌnɪzəm/","n.","organism, organisms","organic (adj.), organismal (adj.), organismic (adj.)","a living thing that has (or can develop) the ability to act or function independently","Throughout evolution, you have organisms that are bodies without brains, and they do a pretty good job of running their economy and running their life.","complex organisms; biological organisms; early organism","C1"
"Outfit","/ˈaʊˌtfɪt/","n.","outfit, outfits","outfitter (n.), outfitting (n.)","any cohesive unit such as a military company","Black tie dress is the most common outfit for men.","cool outfit; cute outfit; wear outfit","C1"
"Optional","/ˈɑpʃənəl/","adj.","optional, more optional, most optional","None","possible but not necessary; left to personal choice","Tertiary education is optional and has undergone a thorough reformation and restructuring in compliance with the principles of the Bologna Process.","completely optional; fully optional; optional feature","C1"
"Outfit","/ˈaʊˌtfɪt/","v.","outfit, outfits, outfitted, outfitted, outfitting","outfitter (n.), outfitting (n.)","provide with (something) usually for a specific purpose","Black tie dress is the most common outfit for men.","outfit with cloak; outfit with instrument; outfit as warship","C1"
"Output","/ˈaʊˌtpʊt/","n.","output, outputs","None","final product; the things produced","The factory doubled its output after installing faster and more reliable machines.","structured output; final output; of output","C1"
"Overall","/ˈoʊvɚˌɔl/","adv.","no changes","None","Generally; with everything considered.","Overall, contemporary anarchists are much less violent and militant than their ideological ancestors.","overall experience; overall quality; say overall","C1"
"Output","/ˈaʊˌtpʊt/","v.","output, outputs, outputted, outputted, outputting","None","to create or manufacture a specific amount","The machine can output thousands of finished bottles within a single working hour.","output to terminal; output from model; output on terminal","C1"
"Overall","/ˈoʊvɚˌɔl/","adj.","overall, more overall, most overall","None","involving only main features","Overall, contemporary anarchists are much less violent and militant than their ideological ancestors.","overall experience; overall quality; overall health","C1"
"Overturn","/ˈoʊvɚˌtɝn/","n.","overturn, overturns","None","the act of upsetting something","If true, this would overturn our time.","overturn conventional wisdom; often overturn; overturned because rule","C1"
"Overturn","/ˈoʊvɚˌtɝn/","v.","overturn, overturns, overturned, overturned, overturning","None","turn from an upright or normal position","However, the meridional overturning circulation resumed within several hundred years after the snowball onset because the density flux by sea ice production weakens the salinity stratification.","overturn conventional wisdom; overturn decision; overturn ban","C1"
"Oversee","/ˈoʊvɚˌsi/","v.","oversee, oversees, oversaw, overseen, overseeing","oversight (n.)","watch and direct","Since SDN enables applications to change the network behavior and centralizes the network control plane to oversee the whole network, it is highly important to investigate security of SDNs.","oversee operations; oversee partnership; oversee rehabilitation","C1"
"Overtake","/ˈoʊvɚˌteɪk/","v.","overtake, overtakes, overtook, overtaken, overtaking","overtaking (n.)","catch up with and possibly overtake","I will see light overtaking them in their spacecraft at a quarter light speed.","overtake lead; overtake at speed; overtake as cause","C1"
"Overhead","/ˈoʊvɚˈhɛd/","n.","overhead, overheads","None","the expense of maintaining property (e.g., paying property taxes and utilities and insurance); it does not include depreciation or the cost of financing or income taxes","It is sometimes combined with an overhead strike as.","cognitive overhead; reduce overhead; computational overhead","C1"
"Parallel","/ˈpɛɹəˌlɛl/","n.","parallel, parallels","None","something having the property of being analogous to something else","There is a clear parallel between her early career and that of her famous mentor.","parallel universes; parallel reality; draw parallels","C1"
"Parallel","/ˈpɛɹəˌlɛl/","v.","parallel, parallels, paralleled, paralleled, paralleling","None","be parallel to","The new path will parallel the river for several miles before turning inland.","parallel between intelligence; parallel with theories; parallel to skill","C1"
"Parallel","/ˈpɛɹəˌlɛl/","adj.","parallel, more parallel, most parallel","None","being everywhere equidistant and not intersecting","The two roads run parallel for several miles before finally branching apart.","parallel universes; parallel computing; parallel processing","C1"
"Overhead","/ˈoʊvɚˈhɛd/","adv.","no changes","None","above your head; in the sky","It is sometimes combined with an overhead strike as.","computation overhead; cognitive overhead; reduce logistics overhead","C1"
"Overwhelm","/ˌoʊvɚˈwɛlm/","v.","overwhelm, overwhelms, overwhelmed, overwhelmed, overwhelming","None","overcome, as with emotions or perceptual stimuli","The sheer volume of emails began to overwhelm the small support team.","overwhelm system; overwhelm with patients; overwhelm mind","C1"
"Particle","/ˈpɑɹtəkəl/","n.","particle, particles","None","(nontechnical usage) a tiny piece of anything","The direct (albedo) effect is generally to cool the planet; the indirect effect (the particles act as cloud condensation nuclei and thereby change cloud properties) is less certain.","plasma particle; individual particle; virtual particles","C1"
"Pastry","/ˈpeɪstɹi/","n.","pastry, pastries","None","a dough of flour and water and shortening","""Pastry next to brown round bread,"" ""person using phone,"" ""person holding helmet in hand"" — Falcon Perception identifies the interacting instance.","sell pastry; for pastry; sell pastries","C1"
"Patent","/ˈpætənt/","adj.","patent, more patent, most patent","patency (n.), patentee (n.)","(of a bodily tube or passageway) open; affording free passage","In 1849 he received Abraham Lincoln's patent for the movement of riverboats in shallow water and Lincoln initially favored riverboat legal interests, but he represented whoever hired him.","patent number; complex patent; patent literature","C1"
"Partly","/ˈpɑɹtli/","adv.","partly, more partly, most partly","None","in part; in some degree; not wholly","5 million remain nomadic or partly nomadic.","partly out; happens partly; partly acts","C1"
"Participant","/pɑˈɹtɪsəpənt/","n.","participant, participants","participate (v.)","a person who takes part in an activity or event","Every participant in the workshop received a printed certificate at the end.","an active participant; a willing participant; a research participant","C1"
"Passionate","/ˈpæʃənət/","adj.","passionate, more passionate, most passionate","passionateness (n.)","having or expressing strong emotions","Rather, ""the passionate concerns and interests that humans vest in their social life"" are ""so much a part of all classificatory disputes about art.","extremely passionate; incredibly passionate; passionate community","C1"
"Patent","/ˈpætənt/","n.","patent, patents","patency (n.), patentee (n.)","a document granting an inventor sole rights to an invention","In 1849 he received Abraham Lincoln's patent for the movement of riverboats in shallow water and Lincoln initially favored riverboat legal interests, but he represented whoever hired him.","patent life; patent number; file patent","C1"
"Patch","/ˈpætʃ/","v.","patch, patches, patched, patched, patching","patchy (adj.), patching (n.)","to join or unite the pieces of","Another patch of land is selected and the process is repeated.","patch up; patch of land; patch of desert","C1"
"Patch","/ˈpætʃ/","n.","patch, patches","patchy (adj.), patching (n.)","a small contrasting part of something","Another patch of land is selected and the process is repeated.","patch notes; rough patch; patch of land","C1"
"Patent","/ˈpætənt/","v.","patent, patents, patented, patented, patenting","patency (n.), patentee (n.)","obtain a patent for","In 1849 he received Abraham Lincoln's patent for the movement of riverboats in shallow water and Lincoln initially favored riverboat legal interests, but he represented whoever hired him.","patent life; patent on molecule; patent cells","C1"
"Pathetic","/pəˈθɛtɪk/","adj.","pathetic, more pathetic, most pathetic","pathos (n.)","deserving or inciting pity; - Galsworthy","If your prey is pathetic that niche.","pathetic pleas; pathetic life; pathetic loser","C1"
"Peasant","/ˈpɛzənt/","n.","peasant, peasants","peasanthood (n.)","a country person","The painting shows a weary peasant resting beside a field at the end of the day.","peasant protest; random peasant; for peasants","C1"
"Patrol","/pəˈtɹoʊl/","n.","patrol, patrols","patroller (n.)","a detachment used for security or reconnaissance","We use police patrol hour assignment as an illustrative example and provide detailed simulation results based on real-world data.","ranger patrol; on patrol; send patrols","C1"
"Patrol","/pəˈtɹoʊl/","v.","patrol, patrols, patrolled, patrolled, patrolling","patroller (n.)","maintain the security of by carrying out a patrol","At various times, he owned farms, livestock, and town lots, appraised estates, and served on county patrols.","patrol streets; patrol waters; patrol seas","C1"
"Pedal","/ˈpɛdəl/","n.","pedal, pedals","pedaler (n.), pedaller (n.)","a sustained bass note","An IMU collects the vehicle dynamics, and we read speed, gas/brake pedal, steering angle, turn signal and gear from the vehicle’s CAN interface.","effects pedal; accelerator pedal; push pedal","C1"
"Pedal","/ˈpɛdəl/","v.","pedal, pedals, pedaled, pedaled, pedaling","pedaler (n.), pedaller (n.)","ride a bicycle","How fast is this swan pedaling to keep CUDA looking good.","pedal of course; pedal in theory; pedal of century","C1"
"Patron","/ˈpeɪtɹən/","n.","patron, patrons","patronise (v.), patronize (v.)","a regular customer","Apollo is an important Pastoral farming deity, and he was the patron of herdsmen and shepherds.","patron supporters; to patrons; favorite patron","C1"
"Penetrate","/ˈpɛnəˌtɹeɪt/","v.","penetrate, penetrates, penetrated, penetrated, penetrating","penetrator (n.), penetration (n.), penetrative (adj.)","pass into or through, often by overcoming resistance","Faint tendrils of dark matter penetrating into the void dark matter penetrating into the void cosmic lychen.","penetrate networks; penetrate radar; penetrate tissues","C1"
"Pedestrian","/pəˈdɛstɹiən/","adj.","pedestrian, more pedestrian, most pedestrian","None","lacking wit or imagination","While various sensors have been deployed to monitor vehicular flows, sensing pedestrian movement is still nascent.","pedestrian sensing; pedestrian interactions work; including intersections pedestrian","C1"
"Pedestrian","/pəˈdɛstɹiən/","n.","pedestrian, pedestrians","None","a person who travels by foot","While various sensors have been deployed to monitor vehicular flows, sensing pedestrian movement is still nascent.","single pedestrian; avoid pedestrians; recognize pedestrian","C1"
"Pension","/ˈpɛnʃən/","n.","pension, pensions","pensioner (n.), pensionary (n.)","a regular payment to a person that is intended to allow them to subsist without working","We develop a calibrated data generation process DGP that embeds four stylized trader archetypes retail, pension, institutional, and hedge funds into an extended CAPM augmented by CPI surprises.","pension funds; public pension; private pensions","C1"
"Pension","/ˈpɛnʃən/","v.","pension, pensions, pensioned, pensioned, pensioning","pensioner (n.), pensionary (n.)","grant a pension to","We develop a calibrated data generation process DGP that embeds four stylized trader archetypes retail, pension, institutional, and hedge funds into an extended CAPM augmented by CPI surprises.","pension funds; pension institutional; public pension","C1"
"Personnel","/ˌpɝsəˈnɛl/","n. [U]","no changes","None","group of people willing to obey orders","Expecting every hospital’s IT personnel to invent new neural-network architectures is unrealistic.","personnel changes; military personnel; protect personnel","C1"
"Performer","/pɚˈfɔɹmɚ/","n.","performer, performers","perform (v.)","an entertainer who performs a dramatic or musical work for an audience","Beginning with the second ceremony, performers received separate nominations for individual films; no performer has received multiple nominations in the same category since the 3rd Academy Awards.","amazing performer; top performer; high performers","C1"
"Pessimism","/ˈpɛsəˌmɪzəm/","n. [U]","no changes","pessimist (n.), pessimistic (adj.)","the feeling that things will turn out badly","In other and pessimism about the future.","pessimism about future; pessimism towards industry; avoid pessimism","C1"
"Perceive","/pɚˈsiv/","v.","perceive, perceives, perceived, perceived, perceiving","perceiver (n.), perception (n.), perceptive (adj.), percipient (adj.), perceptible (adj.)","to become aware of through the senses","As long as your emotional stability is based on how you perceive yourself and others perceive you, it's going to fluctuate wildly and you're going to lose control of your own actions.","perceive world; perceive situation; perceive environment","C1"
"Perception","/pɚˈsɛpʃən/","n.","perception, perceptions","perceptive (adj.), perceive (v.)","the representation of what is perceived; basic component in the formation of a concept","Anarchist perception of human nature, rejection of the state, and commitment to social revolution has been criticised by academics as naive, overly simplistic, and unrealistic, respectively.","intuitive perception; actual perception; change perception","C1"
"Petition","/pəˈtɪʃən/","n.","petition, petitions","petitioner (n.), petitionary (adj.)","a formal message requesting something that is submitted to an authority","Luigi Avantaggiato Mereu and a network of mayors drafted the petition that gathered many signatures.","sign petition; file petition; official petition","C1"
"Persist","/pɚˈsɪst/","v.","persist, persists, persisted, persisted, persisting","persistent (adj.), persistence (n.), persistency (n.)","continue to exist","And homeostatic upregulation is this innate, deeply hardwired drive of all living species to persist and to flourish.","persist across sessions; persist for decades; persist despite costs","C1"
"Phase","/ˈfeɪz/","v.","phase, phases, phased, phased, phasing","None","arrange in phases or stages","The study of albedos, their dependence on wavelength, lighting angle (""phase angle""), and variation in time composes a major part of the astronomical field of photometry (astronomy).","phase of life; phase of project; phase out","C1"
"Petty","/ˈpɛti/","adj.","petty, pettier, pettiest","pettiness (n.)","inferior in rank or status","Karl Marx, considered to be one of the principal founders of Marxism, criticised anarchism as the movement of the ""petty bourgeois"", i.","petty criminals; petty failings; petty grievances","C1"
"Perspective","/pɚˈspɛktɪv/","n.","perspective, perspectives","None","a way of regarding situations or topics etc.","And it also turns out that mom has a different experience and perspective than I do.","military perspective; outsider perspective; different perspectives","C1"
"Perspective","/pɚˈspɛktɪv/","adj.","perspective, more perspective, most perspective","None","Of, in or relating to perspective.","And it also turns out that mom has a different experience and perspective than I do.","military perspective; economics perspective; neuroscience perspective","C1"
"Phase","/ˈfeɪz/","n.","phase, phases","None","any distinct time period in a sequence of events","The study of albedos, their dependence on wavelength, lighting angle (""phase angle""), and variation in time composes a major part of the astronomical field of photometry (astronomy).","loading phase; second phase; next phase","C1"
"Photographic","/ˌfoʊtəˈɡɹæfɪk/","adj.","no changes","photograph (n.), photography (n.)","relating to photography or obtained by using photography","By subverting the need for supervised labels, such approaches are able to utilize the numerous unlabeled images that exist on the Internet and in photographic datasets.","photographic memory; photographic archives; photographic lab","C1"
"Pickup","/ˈpɪˌkʌp/","n.","pickup, pickups","None","a light truck with an open body and low sides and a tailboard","NASCAR also runs several feeder series, including the Xfinity Series and NASCAR Craftsman Truck Series (a pickup truck racing series).","pickup basketball; automatic pickup; make pickup","C1"
"Pier","/ˈpɪɹ/","n.","pier, piers","None","a platform built out from the shore into the water and supported by piles; provides access to ships and boats","Similar findings were found at Trident Pier near Port Canaveral, where strong currents, that eventually head toward Chesapeake Bay, override the wind's influence.","new pier; big pier; deep pier","C1"
"Pitcher","/ˈpɪtʃɚ/","n.","pitcher, pitchers","pitch (v.)","(baseball) the person who does the pitching","Editors have highlighted the following attributes while ensuring the content's credibility: Credit: Asa Conover Acid-filled pitchers complete with fangs.","best pitcher; pitcher in baseball; pitcher with water","C1"
"Pillar","/ˈpɪlɚ/","n.","pillar, pillars","None","a fundamental principle or practice","Poetry has always been one of the major educational pillars in the region, to the level that it has integrated itself into culture.","major pillar; key pillars; main pillars","C1"
"Pirate","/ˈpaɪɹət/","n.","pirate, pirates","piracy (n.), piratical (adj.)","someone who uses another person's words or ideas as if they were his own","The pirates often took the passengers and crew on the ships and sold them or used them as slavery.","somali pirates; greatest pirate; good pirates","C1"
"Pirate","/ˈpaɪɹət/","v.","pirate, pirates, pirated, pirated, pirating","piracy (n.), piratical (adj.)","copy illegally; of published material","The pirates often took the passengers and crew on the ships and sold them or used them as slavery.","pirate music; pirate songs; pirate of seas","C1"
"Plea","/ˈpli/","n.","plea, pleas","None","a humble request for help from someone in authority","In response to their pleas, Apollo killed the man with his arrows.","plea bargain deals; guilty plea; accept plea","C1"
"Plead","/ˈplid/","v.","plead, pleads, pleaded, pleaded, pleading","pleader (n.), pleading (n.)","appeal or request earnestly","With the assistance of the god Hermes (Argeiphontes), Hector's father Priam goes to Achilles's tent to plead with Achilles for the return of Hector's body so that he can be buried.","plead guilty; plead ignorance; plead for chance","C1"
"Placement","/ˈpleɪsmənt/","n.","placement, placements","place (v.)","the spatial property of the way in which something is placed","Its placement above lithium is primarily due to its electron configuration.","text placement; enemy placement; optimal placement","C1"
"Pipeline","/ˈpaɪˌplaɪn/","n.","pipeline, pipelines","None","gossip spread by spoken communication","Oil boom The 1968 discovery of oil at Prudhoe Bay and the 1977 completion of the Trans-Alaska Pipeline System led to an oil boom.","visual pipeline; build pipeline; run pipeline","C1"
"Pledge","/ˈplɛdʒ/","n.","pledge, pledges","pledger (n.)","a deposit of personal property as security for a debt","Patreon pledges go towards paying the crew.","pledge support; pledge of allegiance; make pledge","C1"
"Pledge","/ˈplɛdʒ/","v.","pledge, pledges, pledged, pledged, pledging","pledger (n.)","promise solemnly and formally","Patreon pledges go towards paying the crew.","pledge loyalty; pledge support; pledge allegiance","C1"
"Plural","/ˈplʊɹəl/","adj.","plural, more plural, most plural","plurality (n.)","composed of more than one member, set, or kind","And most commonly it's this plural cavity.","books plural; plural character; plural form","C1"
"Poke","/ˈpoʊk/","n.","poke, pokes","poker (n.), pokey (adj.)","a quick push with your finger or a pointed object","She gave her brother a gentle poke to wake him up.","a quick poke; a gentle poke; poke in the ribs","C1"
"Plural","/ˈplʊɹəl/","n.","plural, plurals","plurality (n.)","the form of a word that is used to denote more than one","And most commonly it's this plural cavity.","form plural; special plural; of plural","C1"
"Plunge","/ˈplʌndʒ/","v.","plunge, plunges, plunged, plunged, plunging","plunger (n.)","thrust or throw into","This system of currents transports warm water into the North Atlantic, without which temperatures in the North Atlantic and Europe would plunge dramatically.","plunge into darkness; plunge into chaos; plunge into war","C1"
"Poetic","/poʊˈɛtɪk/","adj.","poetic, more poetic, most poetic","poetically (adv.), poetry (n.)","of or relating to poetry","She described the sunset in such poetic language that everyone fell silent.","almost poetic; poetic lines; poetic sensibility","C1"
"Porch","/ˈpɔɹtʃ/","n.","porch, porches","None","a structure attached to the exterior of a building often forming a covered entrance","A second row of columns were added, obtaining the effect of an inner porch.","back porch; front porch; on porch","C1"
"Poke","/ˈpoʊk/","v.","poke, pokes, poked, poked, poking","poker (n.), pokey (adj.)","poke or thrust abruptly","""Earlier in his career he had rejected mysticism, often poking fun at it in his novels.","poke fun; poke head; poke holes","C1"
"Precaution","/pɹiˈkɔʃən/","n.","precaution, precautions","precautionary (adj.)","a precautionary measure warding off impending danger or damage or injury etc.","This work raises a precaution that without manually-incorporated priors or features DCCNs may fail spatial cognitive tasks at rudimentary level.","take precaution; take precautions; special precautions","C1"
"Prejudice","/ˈpɹɛdʒədɪs/","v.","prejudice, prejudices, prejudiced, prejudiced, prejudicing","prejudicial (adj.), prejudicious (adj.)","disadvantage by prejudice","Using a labor search-and-matching model with racially prejudiced and non-prejudiced firms, we show that labor market frictions sustain discriminatory practices as an equilibrium outcome.","religious prejudice; prejudice against memory; prejudice against heroes","C1"
"Prejudice","/ˈpɹɛdʒədɪs/","n.","prejudice, prejudices","prejudicial (adj.), prejudicious (adj.)","a partiality that prevents objective consideration of an issue or situation","Such altruism may only extend to ingroup members while directing prejudice and antagonism against outgroup members (see also in-group favoritism).","religious prejudice; own prejudice; unfair prejudice","C1"
"Preliminary","/pɹɪˈlɪməˌnɛɹi/","adj.","preliminary, more preliminary, most preliminary","None","denoting an action or event preceding or in preparation for something more important; designed to orient or acquaint with a situation before proceeding","While these results are preliminary, the integration of cognitive neuroscience and NLP techniques opens up an interesting direction for future research.","preliminary work; preliminary report; preliminary results","C1"
"Practitioner","/pɹæˈktɪʃənɚ/","n.","practitioner, practitioners","None","someone who practices a learned profession","This comprehensive approach equips practitioners with the requisite knowledge to make substantial progress in this domain.","industry practitioner; good practitioner; many practitioners","C1"
"Premature","/ˌpɹiməˈtʃʊɹ/","adj.","premature, more premature, most premature","prematurity (n.), prematureness (n.)","born after a gestation period of less than the normal time","Branched-chain alkanes are preferred as they are much less prone to premature ignition, which causes Engine knocking, than their straight-chain homologues.","premature babies; premature baby; premature death","C1"
"Preliminary","/pɹɪˈlɪməˌnɛɹi/","n.","preliminary, preliminaries","None","a minor match preceding the main event","While these results are preliminary, the integration of cognitive neuroscience and NLP techniques opens up an interesting direction for future research.","preliminary work; preliminary to swimming; of preliminaries","C1"
"Predator","/ˈpɹɛdətɚ/","n.","predator, predators","None","an animal that hunts and kills other animals for food","The lion is a powerful predator that hunts other animals on the plains.","a natural predator; a top predator; a fierce predator","C1"
"Portfolio","/pɔɹˈtfoʊliˌoʊ/","n.","portfolio, portfolios","None","a large, flat, thin case for carrying loose papers or drawings or maps; usually leather","Around then, Apple also completed numerous acquisitions to create a portfolio of digital media production software for both professionals and consumers.","portfolio managers; portfolio optimization; diversified portfolio","C1"
"Preference","/ˈpɹɛfɚəns/","n.","preference, preferences","prefer (v.), preferent (adj.), preferential (adj.)","a strong liking","Of those who indicated a religious preference, 59% said they possessed a ""full understanding"" of their faith and needed no further learning.","preference optimization; personal preference; human preferences","C1"
"Premier","/pɹɛˈmɪɹ/","adj.","premier, more premier, most premier","premiership (n.)","first in importance, quality, or position; the very best","The city hosts the premier music festival in the entire country.","premier league; premier event; premier destination","C1"
"Premier","/pɹɛˈmɪɹ/","n.","premier, premiers","premiership (n.)","the person who holds the position of head of the government in the United Kingdom","We strive to establish Open Life Science AI as the premier destination for anyone interested in the intersection of AI and healthcare.","english premier; chinese premier; of premier","C1"
"Presume","/pɹɪˈzum/","v.","presume, presumes, presumed, presumed, presuming","presumption (n.), presumptive (adj.)","take to be the case or to be true; accept without verification or proof","I presume you have already finished reading the report.","presume conclusion; presume answer; presume robustness","C1"
"Prevail","/pɹɪˈveɪl/","v.","prevail, prevails, prevailed, prevailed, prevailing","prevalent (adj.), prevalence (n.)","be larger in number, quantity, power, status or importance","Buchanan prevailed, while Republican William Henry Bissell won election as Governor of Illinois, and Lincoln became a leading Republican in Illinois.","prevail throughout; prevail in confrontation; prevail for years","C1"
"Premise","/ˈpɹɛmɪs/","n.","premise, premises","None","a statement that is assumed to be true and from which a conclusion can be drawn","Jones; however, their eggs are soon taken from them under the premise of buying goods from outside the farm.","simple premise; entire premise; basic premise","C1"
"Presidency","/ˈpɹɛzədənsi/","n.","presidency, presidencies","president (n.), presidential (adj.)","the tenure of a president","A month after Lincoln assumed the presidency, Confederate forces Battle of Fort Sumter, starting the Civil War.","first presidency; american presidency; win presidency","C1"
"Prescription","/pɹəsˈkɹɪpʃən/","n.","prescription, prescriptions","prescribe (v.)","directions prescribed beforehand; the action of prescribing authoritative rules or directions","The energy and momentum derived within general relativity by Emmy Noether's prescriptions do not make a real tensor for this reason.","personalized prescription; fill prescriptions; prescription from doctor","C1"
"Prescribe","/pɹəsˈkɹaɪb/","v.","prescribe, prescribes, prescribed, prescribed, prescribing","prescription (n.), prescriptive (adj.)","issue commands or orders for","While completing the novel, Rand was prescribed Benzedrine, an amphetamine, to fight fatigue.","prescribe nature; prescribe drug; prescribe medicine","C1"
"Presidential","/ˌpɹɛzəˈdɛntʃəl/","adj.","presidential, more presidential, most presidential","president (n.), presidency (n.)","relating to a president or presidency","Lincoln won the 1860 United States presidential election, becoming the first Republican president.","presidential run; presidential power; presidential election","C1"
"Productivity","/ˌpɹoʊdəˈktɪvəti/","n. [U]","no changes","productive (adj.)","the quality of being productive or having the power to produce","Organizations are abandoning presence-based tracking in favor of outcome-based performance models that judge productivity by actual deliverables.","increased productivity; improve productivity; boost productivity","C1"
"Premium","/ˈpɹimiəm/","n.","premium, premiums","None","payment for insurance","8% for each additional year of experience and ""the ability to solve problems and learn new skills yields a wage premium of nearly 20 percent""","premium design; pay premium; high premium","C1"
"Prey","/ˈpɹeɪ/","n. [U]","no changes","None","a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence","Finally, Achilles finds his prey.","alternative prey; catch prey; of prey","C1"
"Prior","/ˈpɹaɪɚ/","adj.","no changes","priority (n.), priorship (n.)","earlier in time","Our mind are shaped by our prior experience.","prior knowledge; prior training; prior experience","C1"
"Presumably","/pɹəˈzuməbli/","adv.","presumably, more presumably, most presumably","None","by reasonable assumption","The lights are off, so the family is presumably away on holiday this week.","well presumably; presumably modifying; task thus presumably","C1"
"Proclaim","/pɹoʊˈkleɪm/","v.","proclaim, proclaims, proclaimed, proclaimed, proclaiming","proclamation (n.)","declare formally; declare someone to be something; of titles","The crowd gathered to hear the mayor proclaim the start of the summer festival.","proclaim loyalty; proclaim love; proclaim freedom","C1"
"Prey","/ˈpɹeɪ/","v.","prey, preys, preyed, preyed, preying","None","profit from in an exploitatory manner","Finally, Achilles finds his prey.","alternative prey; often prey; prey of birds","C1"
"Prior","/ˈpɹaɪɚ/","adv.","prior, priorer, priorest","priority (n.), priorship (n.)","Chiefly followed by to: in advance, before, previously.","Our mind are shaped by our prior experience.","prior knowledge; prior training; conversation prior","C1"
"Profile","/ˈpɹoʊˌfaɪl/","n.","profile, profiles","None","an analysis (often in graphical form) representing the extent to which something exhibits various characteristics","The magazine published a detailed profile of the young inventor and her work.","side profile; high profile; build profile","C1"
"Profile","/ˈpɹoʊˌfaɪl/","v.","profile, profiles, profiled, profiled, profiling","None","write about","The reporter was asked to profile the young artist for the weekend edition.","profile of business; profile of game; profile pictures","C1"
"Prohibit","/pɹoʊˈhɪbət/","v.","prohibit, prohibits, prohibited, prohibited, prohibiting","prohibition (n.)","command against","Such expensive data collection prohibits application of standard RL algorithms which usually require a large number of observations to learn.","prohibit application; prohibit use; prohibit trade","C1"
"Progressive","/pɹəˈɡɹɛsɪv/","adj.","progressive, more progressive, most progressive","progressivity (n.), progressiveness (n.)","favoring or promoting progress","It also added a progressive tax structure to the federal income tax.","progressive increase; progressive economists; progressive overload","C1"
"Progressive","/pɹəˈɡɹɛsɪv/","n.","progressive, progressives","progressivity (n.), progressiveness (n.)","a tense of verbs used in describing action that is on-going","It also added a progressive tax structure to the federal income tax.","progressive narrowing; leftist progressive; original progressives","C1"
"Prolong","/pɹəˈlɔŋ/","v.","prolong, prolongs, prolonged, prolonged, prolonging","prolongation (n.)","lengthen in time; cause to be or last longer","Recently there has been a growing interest in industry and academia, regarding the use of wireless chargers to prolong the operational longevity of unmanned aerial vehicles.","prolong periods; prolong wars; prolong duration","C1"
"Prophet","/ˈpɹɑfət/","n.","prophet, prophets","prophetic (adj.), prophetical (adj.)","an authoritative person who divines the future","In particular, the Forward Feature Selection technique consistently yielded superior forecasting accuracy for both SARIMAX and Neural Prophet across different company sales datasets.","prophet jonah; of prophet; prophet of church","C1"
"Profound","/pɹoʊˈfaʊnd/","adj.","profound, more profound, most profound","profoundly (adv.), profundity (n.)","showing intellectual penetration or emotional depth","And I think this is one of the most profound realizations that I've had in my life, which is that inspiration is not the cause of action.","profound impact; profound role; profound effect","C1"
"Prone","/ˈpɹoʊn/","adj.","prone, more prone, most prone","proneness (n.)","having a tendency (to); often used in combination","Alabama is also prone to Tropical cyclone.","panic attack prone; prone activity; prone error","C1"
